UserID,FeatureX,Country,FeatureY,Points,UserDate Year,UserDate Month,UserDate Day_of_week
ID_X937FF7G,0,ID_Q02,3,group 1,1,10,7
ID_8855P4IA,1,ID_FC41,0,group 1,4,1,2
ID_CLFY3HMI,0,ID_Q02,3,group 1,1,12,1
ID_YGOJKK7Y,1,ID_GU74,0,group 1,3,4,6
ID_KOW879GI,0,ID_111K,0,group 1,4,1,7
ID_7WXN40XE,0,ID_Z8BI,0,group 1,3,8,1
ID_IC5BTI1G,0,ID_PLTE,0,group 1,2,8,5
ID_F732F7RI,0,ID_Q02,3,group 1,3,6,4
ID_EP3W078U,0,ID_CXB1,0,group 1,3,7,5
ID_48HPB350,0,ID_HWRH,0,group 1,2,2,1
ID_GUHI0V2I,0,ID_GU74,0,group 1,2,10,4
ID_KLL02GPJ,0,ID_GU74,0,group 1,1,9,3
ID_0Q58U8GO,0,ID_PLTE,0,group 1,3,3,5
ID_VX46GY8H,0,ID_2PMY,1,group 1,3,10,1
ID_IZEI2C62,1,ID_0NU5,1,group 1,3,3,1
ID_DBOX72Z5,0,ID_5OWN,1,group 1,3,3,2
ID_E6NN1FMG,0,ID_OZ6F,0,group 1,4,3,2
ID_FTS0N4KP,0,ID_IBFI,1,group 1,4,3,3
ID_IVJ1HMF4,0,ID_ABPY,0,group 1,1,4,2
ID_2DFNMVY3,1,ID_2PMY,0,group 1,3,7,3
ID_RUCA4U7W,1,ID_HWRH,0,group 1,3,7,1
ID_1V9Z6DCN,1,ID_HWRH,1,group 1,3,8,7
ID_JNTSOB91,0,ID_OZ6F,0,group 1,3,4,1
ID_5PVU801M,0,ID_Q02,3,group 1,3,1,2
ID_6SI59K2Q,0,ID_ZXLV,3,group 1,4,3,6
ID_U7XUEB4V,0,ID_HWRH,0,group 1,2,6,7
ID_3Y1HMV2W,0,ID_CXB1,0,group 1,3,11,3
ID_KDGOO2R7,0,ID_ABPY,1,group 1,2,10,2
ID_FPG9VA38,0,ID_6P8R,0,group 1,3,1,3
ID_2QCJC8JM,0,ID_GU74,0,group 1,2,2,2
ID_DCRZGFB4,1,ID_CKI7,0,group 1,3,12,7
ID_FP7JOLZV,0,ID_CXB1,3,group 1,2,4,1
ID_Z9ZFGG29,0,ID_HWRH,0,group 1,2,9,4
ID_G0ETV3LJ,0,ID_U1SY,0,group 1,4,3,7
ID_H1T46452,0,ID_NVM2,0,group 1,4,2,5
ID_WFL5KXAE,0,ID_CXB1,0,group 1,4,2,3
ID_V3BQRIQR,0,ID_60OO,1,group 1,2,7,1
ID_T4OXJ1FY,0,ID_5OWN,1,group 1,3,4,2
ID_OPP2S522,0,ID_GU74,0,group 1,2,4,1
ID_UV3MGZ3X,0,ID_ZXLV,1,group 1,4,3,3
ID_SV0YM777,1,ID_5OWN,0,group 1,2,7,3
ID_QJWQ8ULB,0,ID_VLOE,0,group 1,3,3,3
ID_ZUVG49W9,0,ID_YIPK,0,group 1,4,3,3
ID_5LEJRY8H,0,ID_Q02,3,group 1,2,1,1
ID_6SWRNQKS,0,ID_111K,0,group 1,2,10,3
ID_L2FJFJC2,0,ID_Q02,0,group 1,3,1,4
ID_52B6DUZX,0,ID_G4IW,1,group 1,3,8,2
ID_0LV3U1CP,0,ID_CXB1,0,group 3,3,11,4
ID_0FE4LVQP,0,ID_GU74,0,group 1,3,5,1
ID_S6F8ZGFO,0,ID_NVM2,0,group 1,3,8,4
ID_BFDPDX4M,0,ID_5OWN,0,group 1,2,9,5
ID_7MAJLOXD,0,ID_5OWN,0,group 1,1,12,3
ID_GBJUBZXI,0,ID_N98T,0,group 1,4,1,6
ID_K06GI69R,0,ID_5OWN,0,group 1,2,8,3
ID_QPU6NQWH,0,ID_ZXLV,0,group 1,2,11,2
ID_CQXNM05G,1,ID_GU74,0,group 1,3,4,3
ID_L6SB56WK,0,ID_5OWN,0,group 1,2,9,7
ID_IJG1350W,0,ID_HIN5,1,group 3,3,11,3
ID_NORDFW36,0,ID_2GBE,0,group 1,4,1,1
ID_I8R996EX,0,ID_5OWN,0,group 1,3,3,3
ID_0Z0VS7NJ,0,ID_ZXLV,1,group 1,3,12,1
ID_75HY4I5F,0,ID_NVM2,0,group 1,4,2,7
ID_8XJLM0NZ,0,ID_U1SY,0,group 2,3,8,7
ID_Q02OGQ6I,0,ID_HWRH,0,group 1,3,7,4
ID_4WPOM24T,0,ID_N98T,0,group 1,2,7,6
ID_9GIWA3TH,0,ID_Q02,0,group 1,3,10,2
ID_NFVXDMDK,0,ID_CXB1,1,group 1,3,5,3
ID_3LGPHH6Y,0,ID_ZXLV,0,group 1,3,12,2
ID_L729OR1N,0,ID_ZXLV,1,group 1,4,3,3
ID_EYRFWMYI,0,ID_NVM2,3,group 1,4,3,3
ID_IEO927PP,0,ID_GU74,1,group 1,2,11,2
ID_1168VT1K,0,ID_CXB1,0,group 1,3,5,4
ID_NSQ540SZ,0,ID_QA2H,0,group 1,3,12,4
ID_PG6IBPQ4,0,ID_CPF9,1,group 3,2,11,2
ID_6HIV6Q78,0,ID_VLOE,0,group 3,3,3,7
ID_Z6L3T7CK,0,ID_GU74,0,group 3,3,10,4
ID_UNP8YEL5,0,ID_GU74,0,group 1,3,4,7
ID_IVKJKFB4,0,ID_5OWN,0,group 1,2,11,5
ID_6F0CKSW4,0,ID_Q02,3,group 1,2,1,2
ID_UFHZTEWP,0,ID_G4IW,0,group 1,3,8,3
ID_TQYZR942,0,ID_5OWN,0,group 1,2,9,3
ID_QOL4LTGP,0,ID_CXB1,1,group 1,4,2,2
ID_SMT1OWHT,0,ID_HWRH,1,group 3,3,7,1
ID_IQQXBAUI,1,ID_NVM2,0,group 3,2,11,4
ID_WKD592BL,1,ID_5OWN,1,group 3,3,1,6
ID_XVW83ZH7,0,ID_OZ6F,0,group 1,4,3,3
ID_ZXF8MA2G,0,ID_Q02,0,group 1,3,10,3
ID_C6JWAKU7,0,ID_GU74,0,group 1,3,10,4
ID_P0ICIJBZ,0,ID_VLOE,0,group 1,3,1,1
ID_F94LS5ZY,1,ID_RAZW,0,group 1,3,1,5
ID_XQV9JSES,0,ID_Q02,3,group 1,2,4,3
ID_085PVRKY,0,ID_111K,0,group 1,2,9,5
ID_Y33Y8RKZ,0,ID_Q02,0,group 1,3,10,5
ID_0F0KAECA,0,ID_FC41,0,group 1,3,10,5
ID_2ESNR10M,0,ID_HWRH,0,group 1,3,2,3
ID_EAK0PPBO,0,ID_Q02,3,group 1,4,3,2
ID_HC43Q9TG,0,ID_ZXLV,0,group 1,4,3,7
ID_RB3XMBFC,0,ID_CXB1,0,group 1,3,10,7
ID_LP58F2FH,0,ID_NVM2,1,group 1,4,1,4
ID_EMVL6CF5,0,ID_CXB1,0,group 1,3,4,3
ID_7X29ZR5X,0,ID_FC41,1,group 1,3,10,4
ID_ITVGQXE9,0,ID_5OWN,0,group 3,3,10,2
ID_SX291J3E,0,ID_ZXLV,0,group 1,4,1,3
ID_3ETPANF8,0,ID_PLTE,1,group 1,3,7,2
ID_RQAEE1VF,0,ID_IBFI,0,group 1,3,7,1
ID_ANA9U2FF,0,ID_GU74,0,group 1,2,2,2
ID_SBB4K8MS,0,ID_HWRH,0,group 1,2,10,3
ID_PSXQUOWD,0,ID_5OWN,0,group 1,4,1,7
ID_B5OUG37T,1,ID_5OWN,0,group 1,2,12,4
ID_BXXRPQN4,0,ID_M1LR,1,group 1,4,2,1
ID_N9OQT4XQ,0,ID_ZXLV,0,group 1,2,9,1
ID_DCHE16A6,1,ID_WVNE,3,group 1,1,12,3
ID_VVCHV303,0,ID_NVM2,0,group 1,3,3,2
ID_KS6HALVI,0,ID_ARVG,1,group 1,2,10,4
ID_JAKSWJUT,0,ID_Q02,3,group 1,3,3,1
ID_9QUA440H,1,ID_HWRH,0,group 1,2,10,6
ID_5BTSS9ZI,0,ID_ZXLV,0,group 1,4,3,7
ID_E1J8FZGT,0,ID_ACV0,0,group 3,3,10,1
ID_68E499G8,0,ID_NVM2,0,group 1,3,2,3
ID_OU1MAPG3,0,ID_Q02,3,group 1,3,11,6
ID_F8KVGZJL,0,ID_5OWN,1,group 1,3,8,5
ID_O3X4EQ85,0,ID_RAZW,1,group 3,3,8,6
ID_8V9WDBAA,0,ID_QA2H,0,group 1,3,9,3
ID_RKKK4197,0,ID_ZXLV,0,group 1,4,2,5
ID_662Z6XRS,0,ID_HWRH,0,group 1,1,10,4
ID_0RQ8J7SV,0,ID_Q02,3,group 1,3,11,4
ID_YCSAL5L1,0,ID_HWRH,3,group 1,4,3,3
ID_5SEXNTRK,0,ID_GU74,0,group 1,3,6,1
ID_KIVPTAHX,0,ID_5OWN,0,group 1,4,3,6
ID_B64QRSF7,0,ID_HWRH,0,group 1,3,4,1
ID_RD4ZXRXU,0,ID_HWRH,0,group 1,1,5,7
ID_XT4QI3FZ,1,ID_NVM2,0,group 1,3,11,2
ID_433GUG86,0,ID_Q02,3,group 1,2,4,4
ID_4OT6SPKH,0,ID_5OWN,1,group 1,3,4,1
ID_BJTP1NIU,0,ID_RAZW,1,group 1,2,9,4
ID_VH53WGPT,0,ID_0NU5,0,group 3,3,10,6
ID_E7K2LFYU,0,ID_N98T,0,group 1,3,12,1
ID_CKMXCRY9,0,ID_Q02,0,group 1,3,11,6
ID_LU1OZ409,0,ID_5OWN,0,group 1,3,3,5
ID_J6O25EO5,0,ID_NVM2,1,group 1,4,2,4
ID_TP1BFVME,0,ID_5OWN,0,group 1,2,10,2
ID_ZPL5L6MC,0,ID_NVM2,0,group 1,1,7,3
ID_MAGXH1TE,0,ID_5OWN,0,group 3,1,5,3
ID_TBRYQYBM,0,ID_111K,0,group 1,3,8,3
ID_1BM5P0MZ,0,ID_NVM2,0,group 1,4,2,3
ID_AGO9LOUG,0,ID_5OWN,1,group 1,3,4,3
ID_3QIA377G,0,ID_HWRH,3,group 1,4,2,1
ID_3HC3UKMU,0,ID_ARVG,0,group 1,2,10,4
ID_HB0FB489,0,ID_5OWN,0,group 1,4,1,2
ID_1J3FMVJU,0,ID_5OWN,0,group 1,4,3,1
ID_77FTIGHG,0,ID_NVM2,0,group 1,4,2,1
ID_K8BNAMB7,0,ID_HIXK,0,group 1,3,7,3
ID_WUOW87TC,1,ID_ZXLV,1,group 1,2,8,5
ID_358L2MAF,0,ID_HWRH,3,group 1,1,10,1
ID_ND2TBH04,0,ID_ZXLV,1,group 1,3,9,4
ID_SJ17MKJT,0,ID_G4IW,0,group 1,3,12,4
ID_VSRWN60G,1,ID_2PMY,0,group 1,2,11,4
ID_3D5STGVR,0,ID_CXB1,1,group 3,3,10,4
ID_GWI1LZ6O,0,ID_Q02,0,group 1,4,2,6
ID_J0JSUB3G,0,ID_5OWN,1,group 1,3,2,1
ID_M1R25720,0,ID_5OWN,0,group 1,2,7,2
ID_VDB72UZJ,0,ID_5OWN,0,group 1,2,9,1
ID_7PMJVT7Q,0,ID_Q02,3,group 1,1,11,1
ID_5N8XFRGI,0,ID_HWRH,0,group 1,2,9,2
ID_D2B3NVUY,0,ID_2GBE,1,group 1,2,7,2
ID_BG3OUMZZ,0,ID_Q02,3,group 1,1,8,2
ID_ST8ED81U,0,ID_GU74,0,group 1,2,3,4
ID_T65XJ8CI,0,ID_5OWN,0,group 1,2,9,3
ID_HN80BMS0,0,ID_Q02,3,group 1,1,7,5
ID_38O3KM1N,0,ID_CXB1,0,group 1,3,10,7
ID_692A8AZY,0,ID_0NU5,1,group 3,3,10,2
ID_268C9R66,0,ID_HWRH,1,group 1,2,10,1
ID_J2GRJFMD,0,ID_M1LR,1,group 1,4,1,1
ID_XJCQYJNL,0,ID_FC41,1,group 1,2,10,5
ID_C4HYRXEE,0,ID_0NU5,0,group 1,2,3,1
ID_9DEE65GH,0,ID_L4SC,3,group 1,2,9,1
ID_52G9AK3K,0,ID_Q02,1,group 1,4,1,1
ID_MC09LIQT,0,ID_Q02,0,group 1,4,3,2
ID_CGVMWUBX,0,ID_NVM2,0,group 1,4,3,7
ID_YWCSQUCA,0,ID_Q02,3,group 1,2,1,6
ID_FNMZGT34,0,ID_Q02,3,group 1,2,6,4
ID_T93COK6J,1,ID_ABPY,0,group 1,2,9,4
ID_DRPI3E6L,0,ID_HWRH,1,group 1,3,6,1
ID_2A4ECEDR,0,ID_Y4KK,0,group 1,4,2,6
ID_MPQLAR78,0,ID_NVM2,0,group 1,3,11,2
ID_1UUO1PXT,0,ID_HIN5,0,group 3,3,7,2
ID_81AS10XV,0,ID_U4GT,3,group 1,2,11,3
ID_MNE9RO9C,1,ID_5OWN,0,group 1,3,3,2
ID_A4XVRVFG,0,ID_NVM2,0,group 1,3,11,5
ID_OY6W3WO4,0,ID_5OWN,0,group 1,3,4,3
ID_T4IOMSUU,0,ID_ZXLV,1,group 1,3,12,3
ID_CT10VZFU,0,ID_DMRM,0,group 1,2,12,6
ID_T1X3P5VH,0,ID_GU74,0,group 1,1,4,4
ID_6Q1PE0NE,0,ID_Q02,0,group 1,3,12,7
ID_U7PGOTRE,0,ID_ZXLV,0,group 1,4,3,2
ID_M9ENM2DU,0,ID_NVM2,0,group 1,2,12,5
ID_KXVQZT2T,0,ID_ZXLV,0,group 1,2,11,7
ID_94KDIUBW,0,ID_RAZW,0,group 1,3,1,4
ID_ZOLHHA7R,0,ID_5OWN,0,group 1,3,10,1
ID_06OMQFM9,0,ID_NVM2,0,group 1,3,7,1
ID_LSKM51DP,0,ID_ZXLV,0,group 1,3,8,1
ID_BQUNDDK9,0,ID_NVM2,0,group 1,3,7,2
ID_RZSAPJNX,1,ID_5OWN,0,group 2,2,6,5
ID_HIUKB1JF,0,ID_Q02,0,group 1,3,11,3
ID_GA05RE2W,1,ID_GU74,1,group 1,3,10,7
ID_1E1GL7AP,0,ID_FC41,0,group 1,3,11,1
ID_5YNE4EBQ,0,ID_0NU5,0,group 1,3,2,4
ID_E068R0U2,0,ID_HWRH,0,group 1,2,9,2
ID_09U8268P,0,ID_CXB1,1,group 1,3,5,3
ID_3GPVQW54,0,ID_5OWN,0,group 1,2,12,5
ID_BJIU0SF2,0,ID_7EXD,0,group 1,2,9,6
ID_2F3S15OE,0,ID_Q02,0,group 1,3,5,4
ID_625NACG0,0,ID_FC41,0,group 1,4,2,4
ID_UR9GP2RH,1,ID_ABPY,0,group 1,2,6,2
ID_TW6F1HA3,0,ID_Q02,1,group 1,3,11,3
ID_504UIN5A,0,ID_CXB1,0,group 1,2,4,3
ID_QP3FDN29,0,ID_FFX4,0,group 1,4,3,7
ID_DHSZ02Q2,0,ID_NVM2,0,group 1,3,1,7
ID_N013WM0E,0,ID_CXB1,0,group 1,3,5,3
ID_KQ6176AC,0,ID_HWRH,1,group 1,2,9,4
ID_IESDSE42,0,ID_5OWN,0,group 1,2,10,6
ID_7RSJ73L2,0,ID_ZXLV,0,group 1,3,12,5
ID_KOOMMX2L,0,ID_0NU5,0,group 1,3,2,4
ID_64KMVKXQ,0,ID_5OWN,1,group 1,3,12,7
ID_UFG4OMO3,0,ID_Q02,3,group 1,3,4,2
ID_G8JQ323Q,0,ID_ZXLV,0,group 1,3,12,2
ID_7TIROPPI,1,ID_GU74,0,group 1,3,2,2
ID_ATS8WZI3,0,ID_Q02,3,group 1,4,2,3
ID_TPQ8WDZN,0,ID_HWRH,0,group 1,2,8,2
ID_DRGUL8LB,0,ID_ABPY,0,group 1,2,10,2
ID_1D9OVZP9,0,ID_NVM2,1,group 1,4,3,1
ID_EYXZT25G,0,ID_5OWN,0,group 1,3,10,4
ID_VVST6DMA,0,ID_Q02,3,group 1,2,1,2
ID_KFN3VC8L,0,ID_Q02,3,group 1,1,11,1
ID_HPLXTHHA,0,ID_Q02,3,group 1,1,10,2
ID_XLUYDBW2,1,ID_NWIU,0,group 1,3,10,3
ID_ISPBTWSZ,0,ID_NVM2,1,group 1,3,12,3
ID_KUBIWUPI,0,ID_HWRH,0,group 1,2,7,7
ID_HLQH1IRE,0,ID_5OWN,0,group 1,3,10,5
ID_MRXI8KLM,0,ID_2XYB,0,group 1,2,5,6
ID_5YNOMLEJ,0,ID_Q02,1,group 1,3,10,6
ID_4D0OIN7M,0,ID_111K,0,group 1,3,11,3
ID_O5Z4T4TC,0,ID_ZXLV,0,group 1,4,3,4
ID_T700QP45,0,ID_GU74,0,group 1,1,10,7
ID_OJYYOU1Q,0,ID_GU74,0,group 1,4,1,7
ID_4XNWF6C9,1,ID_5OWN,0,group 1,3,7,4
ID_5EXP93YE,0,ID_Q02,3,group 1,1,12,4
ID_DFTMD56V,0,ID_ZXLV,0,group 1,3,12,3
ID_8QK4PI8L,0,ID_GU74,0,group 1,3,2,3
ID_WLG36OIV,0,ID_5OWN,1,group 1,3,4,1
ID_EB6W9NAF,0,ID_HWRH,0,group 1,2,11,5
ID_2KLZA652,0,ID_QA2H,0,group 1,3,9,7
ID_DOUUXFEC,0,ID_5OWN,0,group 1,2,11,4
ID_1KZPAI5A,1,ID_5OWN,0,group 1,2,8,3
ID_3F8WD6SJ,0,ID_5OWN,1,group 1,3,4,1
ID_0Y8AA0QM,0,ID_CXB1,0,group 3,3,11,3
ID_6UTPAMWY,0,ID_CXB1,0,group 1,3,5,3
ID_6IQGVS9K,0,ID_FC41,1,group 1,4,2,7
ID_WS6U307J,0,ID_HWRH,0,group 1,1,5,1
ID_KBWS6W3Z,0,ID_N98T,1,group 1,4,2,2
ID_JEC684LV,0,ID_HIN5,3,group 1,3,3,1
ID_UHV9EY8Z,0,ID_HWRH,0,group 1,1,9,3
ID_AF72GJHM,0,ID_ZXLV,0,group 1,3,2,7
ID_M9XEVYMQ,0,ID_ZXLV,1,group 1,3,10,5
ID_1QX0W3NH,0,ID_Q02,3,group 1,1,12,2
ID_ZDG77YF2,1,ID_GU74,0,group 1,2,12,4
ID_XMF0DT2Z,0,ID_CXB1,0,group 3,3,10,1
ID_37MXYINT,0,ID_NVM2,0,group 1,3,11,2
ID_VHYU99TZ,0,ID_G552,0,group 1,4,2,5
ID_6KGB8A4I,0,ID_Q02,1,group 1,3,2,4
ID_4K7CYK1R,0,ID_GU74,0,group 1,3,1,5
ID_KXXSA791,0,ID_GU74,0,group 1,2,7,1
ID_CPI1DAEF,0,ID_ACV0,0,group 1,2,7,3
ID_32J0YV7X,0,ID_A9VF,0,group 1,3,10,7
ID_HPN949II,0,ID_CKI7,0,group 1,3,7,5
ID_WDUC8IN5,0,ID_2PMY,0,group 3,3,10,4
ID_UXWN2HYY,0,ID_Q02,0,group 1,3,1,5
ID_5ZC7TGOQ,0,ID_CXB1,1,group 1,3,6,5
ID_06W5O58L,0,ID_Q02,0,group 1,4,1,7
ID_HBI1QXGY,0,ID_CXB1,0,group 1,3,1,6
ID_LL3XCV9X,0,ID_N98T,0,group 1,4,3,3
ID_KVGLR3QA,0,ID_HIXK,0,group 1,3,3,6
ID_S5A5LVS6,0,ID_Q02,3,group 3,2,4,2
ID_VWEJXBHF,0,ID_NVM2,1,group 1,4,3,3
ID_SWSPY0M4,0,ID_5OWN,3,group 1,1,12,4
ID_WVJ7612X,0,ID_RAZW,0,group 3,2,3,7
ID_9V8M8L86,0,ID_Q02,0,group 3,3,10,6
ID_1BAKU0PN,0,ID_K86O,0,group 3,3,9,2
ID_0MXGM861,0,ID_Q02,0,group 3,2,4,5
ID_ER7MM4XV,0,ID_CXB1,0,group 3,3,10,3
ID_J0BOPEZ1,0,ID_Q02,0,group 3,3,3,3
ID_8M7HOCU6,1,ID_PLTE,0,group 3,3,11,7
ID_1DW76QEU,0,ID_HWRH,1,group 3,3,3,2
ID_FJRZOZVD,0,ID_PLTE,0,group 1,3,7,5
ID_XX7EP36W,0,ID_NVM2,1,group 1,3,11,3
ID_7JLJBDC6,0,ID_ACV0,0,group 1,2,12,5
ID_BHHV0F0G,0,ID_NVM2,0,group 3,3,12,5
ID_XA1MIIBO,0,ID_K86O,1,group 3,3,7,1
ID_93L6M8Y4,0,ID_PLTE,0,group 1,3,7,6
ID_ZTZZ8Q85,0,ID_Z8BI,1,group 1,3,7,1
ID_QXXUNU8J,0,ID_ABPY,1,group 1,3,1,6
ID_UN7GL4TN,0,ID_111K,0,group 1,3,4,6
ID_4I6UJBIQ,0,ID_Q02,0,group 1,4,1,2
ID_APLF7HYA,0,ID_GU74,0,group 1,2,11,7
ID_P0CMH7UT,0,ID_ZXLV,0,group 1,2,9,6
ID_ZM93FBTS,0,ID_CKI7,0,group 1,4,1,7
ID_YJEJQ1KO,0,ID_CXB1,0,group 1,3,5,1
ID_DYL8GNZV,0,ID_ZXLV,0,group 1,3,9,4
ID_6BRMD6T1,1,ID_5OWN,0,group 1,1,11,7
ID_XBHB48PA,1,ID_5OWN,0,group 1,2,9,2
ID_K41HPKU0,0,ID_5OWN,1,group 1,2,11,2
ID_T30MI657,0,ID_HWRH,0,group 1,3,10,4
ID_3B6CEGBQ,1,ID_HWRH,0,group 3,1,5,7
ID_3D1IEG9H,0,ID_ACV0,0,group 3,3,5,4
ID_8VX4HVFY,1,ID_GU74,1,group 1,3,6,4
ID_S6E79HFZ,0,ID_0NU5,0,group 3,3,2,7
ID_XV83S5RK,0,ID_Q02,3,group 1,2,1,2
ID_OCZJXSEJ,1,ID_Q02,1,group 1,3,9,3
ID_QKMYL84E,0,ID_FFKW,0,group 1,3,1,6
ID_GS4SDHUQ,0,ID_ABPY,1,group 1,3,8,5
ID_GT9SOZTJ,0,ID_NVM2,0,group 1,4,1,3
ID_MSIL5EIU,0,ID_5OWN,1,group 1,2,12,7
ID_62ZQ9TUT,0,ID_HIXK,0,group 1,3,6,7
ID_U4UUMVNV,0,ID_NVM2,1,group 1,4,1,7
ID_EEIX5XJU,0,ID_NVM2,0,group 1,4,1,2
ID_9VLPD4B1,0,ID_5OWN,0,group 1,3,7,6
ID_QW4DRU2N,0,ID_NVM2,0,group 1,3,1,2
ID_68G0IUCV,0,ID_GU74,0,group 1,3,12,1
ID_CNJGXXFL,0,ID_Z8BI,3,group 1,4,1,3
ID_PMOIOHJD,0,ID_Y8RA,0,group 1,2,9,2
ID_2XADRO17,0,ID_CXB1,0,group 1,3,5,3
ID_LLJF0VW6,0,ID_CXB1,1,group 1,4,1,7
ID_AP6EAOLQ,0,ID_K86O,0,group 3,3,11,7
ID_2RI1EXUN,0,ID_ZNHC,0,group 1,3,5,1
ID_QBR07GHT,1,ID_CXB1,1,group 3,3,11,6
ID_J1MGVF3O,0,ID_0NU5,0,group 3,2,10,5
ID_JVHB8SNF,0,ID_5OWN,0,group 1,2,9,5
ID_UTHW843E,0,ID_0NU5,0,group 3,3,7,3
ID_P2PKVALD,1,ID_HWRH,1,group 3,3,3,5
ID_RR1U4TNP,1,ID_60OO,0,group 3,2,7,2
ID_Z1NYZYWF,1,ID_GU74,0,group 1,2,9,2
ID_O6IM9J0O,0,ID_ZXLV,1,group 1,3,12,2
ID_N88CVB1I,0,ID_G4IW,1,group 1,2,12,7
ID_XFPYFSHU,0,ID_ZXLV,0,group 1,4,3,2
ID_OBF2FK94,0,ID_NVM2,0,group 1,3,9,6
ID_SMZ0TEAA,0,ID_G4IW,1,group 1,3,6,1
ID_B5IXSVNV,0,ID_NVM2,0,group 1,3,7,1
ID_UT9KSW8R,0,ID_GU74,0,group 1,3,2,4
ID_O36EFY7O,0,ID_N98T,1,group 1,4,1,1
ID_003OCIYO,0,ID_ZXLV,0,group 1,4,1,3
ID_F8ZNDAIK,0,ID_CKI7,1,group 1,3,4,5
ID_R0YD7W0A,0,ID_HIXK,0,group 3,3,10,5
ID_ESE1YISF,0,ID_BN9Z,1,group 1,2,11,5
ID_63MWGSAO,0,ID_PLTE,0,group 1,2,8,6
ID_20C7AV44,1,ID_FC41,0,group 1,4,2,1
ID_VYFIB9A8,0,ID_GU74,0,group 1,4,3,2
ID_X5WZ9O0E,0,ID_Q02,0,group 1,3,7,2
ID_N48JGY8S,0,ID_111K,0,group 1,4,2,1
ID_YI5JTULH,0,ID_9MLT,0,group 1,4,2,3
ID_8UWY7RIC,0,ID_5OWN,0,group 1,4,1,1
ID_949PLHWL,0,ID_FC41,0,group 1,4,2,3
ID_D2SIZAVW,0,ID_NVM2,0,group 1,4,3,6
ID_HPBKWSIZ,0,ID_Q02,3,group 1,3,2,4
ID_KUSJGDWB,1,ID_NVM2,0,group 1,3,3,4
ID_3X3A5Z50,0,ID_Q02,3,group 1,2,1,2
ID_5FIXB8MG,1,ID_CXB1,1,group 1,2,3,7
ID_NAHX52WD,0,ID_0NU5,1,group 1,3,2,3
ID_KRNWAWQ7,0,ID_Q02,3,group 1,3,9,2
ID_B3TLMKXB,0,ID_5OWN,1,group 1,3,5,3
ID_8M1AJ9HU,0,ID_5OWN,0,group 1,1,5,3
ID_7K371N14,0,ID_5OWN,0,group 1,3,9,1
ID_3C9GIQ0C,0,ID_5OWN,0,group 1,3,7,1
ID_CDZ276AA,0,ID_FC41,1,group 1,3,6,2
ID_T883W8CZ,0,ID_Q02,0,group 1,4,3,1
ID_B4QHBOCP,0,ID_NVM2,0,group 1,4,1,5
ID_4K1I3I03,1,ID_FC41,1,group 1,4,1,2
ID_KR3KEEM8,0,ID_RAZW,0,group 1,3,10,1
ID_N1DY0696,0,ID_5OWN,0,group 1,2,4,5
ID_AQT4LHYX,0,ID_BN9Z,0,group 1,4,1,2
ID_LP0L7WWB,0,ID_0NU5,1,group 1,3,12,6
ID_B43S8I45,0,ID_NVM2,1,group 1,3,8,7
ID_VUN1OWQE,0,ID_HWRH,0,group 1,3,6,7
ID_O18K9HQC,0,ID_NVM2,0,group 1,2,7,5
ID_OM19YH5J,0,ID_HWRH,1,group 1,2,10,1
ID_K4JC537Q,0,ID_GU74,1,group 1,2,12,4
ID_2DCRL2F5,0,ID_5OWN,0,group 1,3,9,2
ID_5EA8Y5RQ,0,ID_ZXLV,0,group 1,3,12,1
ID_RZ3C8ZJG,0,ID_5OWN,0,group 1,3,10,4
ID_FHG6BTTE,0,ID_ZXLV,0,group 1,3,12,4
ID_3X3H2038,0,ID_FC41,0,group 1,4,2,3
ID_M5D2KRV3,0,ID_Q02,3,group 1,4,2,7
ID_ZP55H4EJ,0,ID_Q02,3,group 1,2,1,4
ID_C974REQJ,0,ID_5OWN,0,group 1,3,3,3
ID_R63R9C0M,0,ID_CXB1,0,group 1,3,5,3
ID_WNBYTSJG,0,ID_5OWN,0,group 1,3,10,2
ID_FSD2WFBB,0,ID_Q02,0,group 1,4,3,2
ID_IMWPZCM2,0,ID_FC41,0,group 1,4,2,3
ID_LKQ6V2HE,0,ID_GU74,1,group 1,3,1,2
ID_IMRUKQ9E,0,ID_Q02,3,group 1,2,1,6
ID_N8USEZQJ,0,ID_0NU5,1,group 1,4,3,4
ID_KZWJ2QFW,1,ID_5OWN,0,group 1,2,12,4
ID_BHSBR36W,0,ID_CKI7,0,group 1,3,1,1
ID_79T9GGWQ,1,ID_ABPY,0,group 1,2,12,4
ID_8O7VQBLF,0,ID_5OWN,1,group 1,2,10,5
ID_W80D5MGM,0,ID_5OWN,0,group 1,2,11,2
ID_YV14GK7H,0,ID_5OWN,0,group 1,2,7,1
ID_WET4P2B2,0,ID_5OWN,1,group 1,3,3,3
ID_EM2ZOLKS,0,ID_CXB1,0,group 1,3,7,5
ID_U6HAQPXJ,0,ID_111K,0,group 1,2,10,6
ID_FVHW91QE,0,ID_HIN5,0,group 1,4,3,1
ID_60WUYL1D,0,ID_5OWN,0,group 1,4,1,6
ID_QENVD40H,0,ID_CXB1,1,group 1,3,9,5
ID_AEUOPZJC,0,ID_5OWN,0,group 1,2,12,2
ID_FZ5R8VR5,0,ID_Q02,3,group 1,1,7,7
ID_FJ0WACWE,0,ID_ABPY,0,group 1,3,2,1
ID_JOI4O4RE,0,ID_PLTE,0,group 1,3,5,4
ID_MIC4SHTZ,0,ID_Q02,1,group 3,3,11,4
