FeatureF,DiscDate Year,DiscDate Month,DiscDate Day_of_week,DiscID,UserID
0,3,12,5,ID_Q35XJ3,ID_E6LU2TII
1,3,10,2,ID_VFYERO,ID_UYDGT2X1
1,3,5,3,ID_OWPX47,ID_UYDGT2X1
0,3,11,7,ID_UZ9U6Q,ID_V3TZZ6O0
0,2,12,1,ID_MV5QRW,ID_LG4A14QK
0,3,3,1,ID_23YTMB,ID_LG4A14QK
1,3,4,3,ID_O7EIMQ,ID_LG4A14QK
0,3,3,6,ID_IAFHM4,ID_YIAGXEKM
0,3,12,2,ID_WH4906,ID_YIAGXEKM
0,3,2,1,ID_B35LFO,ID_YIAGXEKM
0,3,12,7,ID_MFILDP,ID_YIAGXEKM
1,3,9,4,ID_EDGQ4V,ID_YIAGXEKM
1,3,8,6,ID_IDIRU4,ID_YIAGXEKM
1,3,8,6,ID_SNQ8H8,ID_YIAGXEKM
1,3,2,1,ID_7ELLIM,ID_YIAGXEKM
0,3,3,7,ID_T9EDRN,ID_YIAGXEKM
1,3,3,5,ID_SR84XC,ID_YIAGXEKM
1,3,3,5,ID_A9M0U2,ID_YIAGXEKM
1,3,3,2,ID_X4SLMB,ID_YIAGXEKM
1,3,3,2,ID_RAH9D1,ID_YIAGXEKM
1,3,4,7,ID_TETKT7,ID_YIAGXEKM
0,3,4,1,ID_I6AJ9U,ID_YIAGXEKM
1,3,4,1,ID_2EHFUW,ID_YIAGXEKM
1,3,3,3,ID_6XP8XA,ID_YIAGXEKM
0,3,3,4,ID_AYMWLP,ID_YIAGXEKM
1,3,4,4,ID_AV8ESQ,ID_YIAGXEKM
0,3,3,4,ID_7Q2B40,ID_YIAGXEKM
1,3,4,3,ID_XWYE9X,ID_YIAGXEKM
0,3,11,4,ID_WH28F1,ID_YIAGXEKM
1,3,3,5,ID_7R9GQ5,ID_YIAGXEKM
0,3,3,5,ID_I4AKRV,ID_YIAGXEKM
1,3,4,1,ID_0TBIZE,ID_YIAGXEKM
1,3,4,4,ID_WHT0D0,ID_YIAGXEKM
1,3,4,7,ID_FF3WPU,ID_YIAGXEKM
1,3,4,6,ID_OZCN52,ID_YIAGXEKM
1,3,6,1,ID_WPA3MI,ID_YIAGXEKM
1,3,2,7,ID_CS5YEZ,ID_HRAN7PEM
0,2,12,6,ID_PQL81N,ID_HRAN7PEM
1,3,2,7,ID_HGYJL9,ID_HRAN7PEM
0,2,12,5,ID_KZKIYV,ID_HRAN7PEM
0,3,10,2,ID_USW9DN,ID_ZF296T8U
0,3,11,2,ID_SGW8UV,ID_ZF296T8U
1,3,12,6,ID_BB1N1V,ID_1O8Z558K
1,3,12,5,ID_3W260C,ID_1O8Z558K
0,3,12,2,ID_3PYIIB,ID_1O8Z558K
1,3,12,1,ID_IOP7I2,ID_1O8Z558K
1,3,9,4,ID_7Z4ADG,ID_NJKJ7V3G
1,3,9,3,ID_B0SE4V,ID_NJKJ7V3G
1,3,9,4,ID_VD00FL,ID_NJKJ7V3G
1,3,9,4,ID_PJG70B,ID_NJKJ7V3G
1,3,9,4,ID_0D9QQB,ID_NJKJ7V3G
1,3,11,3,ID_7WPXW1,ID_NJKJ7V3G
1,3,9,4,ID_1RSEJT,ID_NJKJ7V3G
1,3,9,4,ID_X3HQ0R,ID_NJKJ7V3G
1,3,9,4,ID_7LW8DW,ID_NJKJ7V3G
0,3,10,5,ID_7FVW0D,ID_NJKJ7V3G
1,3,9,4,ID_URP3WL,ID_NJKJ7V3G
1,3,9,4,ID_UWV3ZJ,ID_NJKJ7V3G
1,3,12,2,ID_SEJ1S6,ID_FEMTM8LK
0,3,10,1,ID_7FA2QX,ID_LLKUPKZG
1,3,10,5,ID_5PNAIH,ID_LLKUPKZG
0,3,11,4,ID_O8O9LS,ID_SFWFYK09
1,3,11,5,ID_4ESTQP,ID_2DPW851L
1,3,4,2,ID_UVILDP,ID_TNTXL6HG
0,3,4,2,ID_EQY91V,ID_TNTXL6HG
0,2,11,4,ID_7M55HH,ID_ZLUYFHJZ
0,3,7,5,ID_W4AS3P,ID_ZLUYFHJZ
1,3,2,1,ID_FP527E,ID_ZLUYFHJZ
1,3,11,3,ID_CCHMRA,ID_ZLUYFHJZ
0,3,9,4,ID_Z46673,ID_ZLUYFHJZ
1,3,11,7,ID_PUYLD6,ID_ZLUYFHJZ
1,3,11,7,ID_LUC5H6,ID_ZLUYFHJZ
0,3,10,1,ID_KRNI9O,ID_1A1LMISL
1,3,12,6,ID_LQCV1S,ID_1A1LMISL
0,3,12,7,ID_I5KME9,ID_1A1LMISL
1,3,10,2,ID_J7ETG9,ID_1A1LMISL
1,3,6,5,ID_WC5LFR,ID_1A1LMISL
0,3,4,5,ID_DT1X5M,ID_N7NC1WWL
1,3,1,3,ID_ABIC95,ID_N7NC1WWL
0,3,12,1,ID_9QSEFH,ID_N7NC1WWL
1,3,2,3,ID_FM4IDG,ID_N7NC1WWL
1,3,2,5,ID_8JU3RN,ID_N7NC1WWL
1,3,2,5,ID_MKCH7J,ID_N7NC1WWL
1,3,2,3,ID_YA00TA,ID_N7NC1WWL
1,3,5,5,ID_NMV1MO,ID_N7NC1WWL
1,3,7,2,ID_BDIRZI,ID_N7NC1WWL
1,3,7,1,ID_IDZ1C9,ID_02KD2OXZ
0,3,2,6,ID_BA52OZ,ID_02KD2OXZ
0,3,8,1,ID_A9RQ8N,ID_02KD2OXZ
0,2,7,7,ID_42XO34,ID_02KD2OXZ
0,3,2,6,ID_QNKO0I,ID_02KD2OXZ
0,3,8,1,ID_U5TUCJ,ID_02KD2OXZ
1,3,9,1,ID_8FIT54,ID_2G2ILC81
0,3,9,4,ID_EYC23W,ID_9PBSMCUP
1,3,6,6,ID_DAZBWE,ID_9PBSMCUP
0,3,7,4,ID_5PVHK7,ID_9PBSMCUP
0,3,8,2,ID_J8HHSK,ID_9PBSMCUP
0,3,7,3,ID_U8Q25Q,ID_9PBSMCUP
0,3,8,4,ID_ACOKGX,ID_M48H2B5D
0,3,8,2,ID_5EXUOG,ID_M48H2B5D
1,3,8,4,ID_182SS5,ID_M48H2B5D
1,3,9,1,ID_RT4GM5,ID_TI5VG64A
0,3,12,2,ID_7GLPIH,ID_DEJATJ8B
0,2,10,3,ID_9JZZ82,ID_DEJATJ8B
0,3,3,3,ID_AZFUBJ,ID_CB7ZH4MJ
0,3,5,5,ID_P3S3P4,ID_CB7ZH4MJ
1,3,11,3,ID_VDW9OD,ID_P52MBOAG
1,3,11,3,ID_TS2H5S,ID_P52MBOAG
1,3,9,4,ID_O9J3B8,ID_RRYG9N4G
1,3,1,5,ID_S7H4D7,ID_RRYG9N4G
1,3,11,3,ID_D9B1J0,ID_NDVA7QTX
0,3,9,4,ID_P0UHHJ,ID_VEPEUU1E
1,3,12,2,ID_HA1CFC,ID_VEPEUU1E
1,3,10,2,ID_LT7UB7,ID_VEPEUU1E
0,3,9,3,ID_UXPYH6,ID_VEPEUU1E
0,3,10,2,ID_BM4MQX,ID_VEPEUU1E
1,3,4,7,ID_4O2SUJ,ID_M8QED0RR
1,3,11,3,ID_VSH268,ID_M8QED0RR
1,3,4,5,ID_Y72Q2Z,ID_M8QED0RR
1,3,4,2,ID_ZZIKC0,ID_M8QED0RR
0,3,4,6,ID_7KUJ7Y,ID_M8QED0RR
1,3,4,3,ID_E7MHW1,ID_M8QED0RR
1,3,11,3,ID_DMF2G7,ID_M8QED0RR
0,3,9,5,ID_U2P2FY,ID_L9GXEOIM
1,3,12,5,ID_8FPDGE,ID_6MV52728
0,3,12,5,ID_635NPH,ID_6MV52728
0,2,9,7,ID_W9XR3I,ID_J3JQ2A08
1,3,1,3,ID_OYTTU2,ID_J3JQ2A08
1,3,1,1,ID_H0ALY6,ID_J3JQ2A08
1,3,2,1,ID_0BNPH3,ID_F962518I
1,3,2,1,ID_QPME83,ID_F962518I
1,3,11,6,ID_YFWOD4,ID_P7KQL7AA
1,3,5,4,ID_TZGJPN,ID_TZ5J2ZY6
1,3,5,1,ID_OA6TY5,ID_TZ5J2ZY6
1,3,8,1,ID_HT0QYE,ID_TZ5J2ZY6
1,3,4,1,ID_O4RFX7,ID_TZ5J2ZY6
1,3,8,7,ID_AJ62DD,ID_TZ5J2ZY6
1,3,4,3,ID_LW5QQI,ID_TZ5J2ZY6
1,3,4,7,ID_CHN5WE,ID_TZ5J2ZY6
1,3,5,3,ID_GUGI68,ID_TZ5J2ZY6
1,3,5,4,ID_SA4LHC,ID_TZ5J2ZY6
1,3,8,7,ID_NBAN70,ID_M23F2SGP
1,3,4,1,ID_JAIEA6,ID_6ZASGHVH
1,3,8,6,ID_CWZ6N2,ID_A8392JX5
0,3,1,5,ID_5ZBD7E,ID_A8392JX5
1,3,8,5,ID_KVVPM3,ID_L3Q95IVT
1,3,5,4,ID_RMAGN3,ID_TFLL0QXR
1,3,6,4,ID_G1OI0D,ID_TFLL0QXR
1,3,12,3,ID_Y0W1ZY,ID_A3UT52CF
0,3,8,7,ID_XTR4M3,ID_BG6LDHAG
1,3,8,5,ID_I0POK4,ID_DARTZ728
1,3,8,2,ID_LBE555,ID_COYVB7AW
1,3,8,5,ID_Q4YXMM,ID_CS6VOC9K
1,3,3,6,ID_DB96SM,ID_T23GN753
0,2,10,4,ID_1YVIZ2,ID_T23GN753
1,3,3,6,ID_TMEA85,ID_T23GN753
1,3,6,5,ID_K89XHR,ID_T23GN753
0,3,8,2,ID_TF7A93,ID_NEP24SI7
0,3,8,2,ID_75LXOM,ID_NEP24SI7
1,3,8,7,ID_ED8OJB,ID_3BH48CKR
1,3,10,5,ID_WBPUHY,ID_FZZO4PCK
0,3,10,7,ID_QPWDT8,ID_FZZO4PCK
1,3,12,2,ID_QKWGOL,ID_W8JJREAS
0,3,12,2,ID_7MXCYI,ID_W8JJREAS
0,3,10,6,ID_WIWVBC,ID_LKWVH4V3
1,3,10,6,ID_JMS1MZ,ID_EF54QGMX
0,3,4,7,ID_406X8R,ID_LCBXXPF0
1,3,4,1,ID_RS0KHO,ID_LCBXXPF0
0,3,4,7,ID_OATV2Y,ID_LCBXXPF0
0,3,4,5,ID_PX49PN,ID_LCBXXPF0
0,3,2,7,ID_59U4L1,ID_LCBXXPF0
0,3,4,7,ID_NN8R2F,ID_LCBXXPF0
0,3,3,4,ID_TI5SA8,ID_LCBXXPF0
0,3,3,5,ID_WYNGYC,ID_LCBXXPF0
1,3,4,1,ID_Q60L2B,ID_LCBXXPF0
1,3,8,2,ID_AJY1YG,ID_LQF775GC
1,3,1,3,ID_PI537T,ID_LQF775GC
1,3,8,3,ID_PJX8BD,ID_LQF775GC
1,3,2,3,ID_RRWEA8,ID_LQF775GC
0,1,12,4,ID_MUQR9T,ID_LQF775GC
0,2,11,7,ID_YSFM0R,ID_LQF775GC
0,2,12,7,ID_02EFE5,ID_LQF775GC
1,3,2,4,ID_B3IUSJ,ID_LQF775GC
0,2,12,4,ID_X1FI1J,ID_LQF775GC
1,3,5,7,ID_CHHMPY,ID_LQF775GC
1,3,8,4,ID_MK8IYZ,ID_SNKBQ61X
1,3,4,6,ID_VW8P8R,ID_OCZMW3XQ
1,3,4,6,ID_86QPN7,ID_BDKH6NQW
1,3,4,7,ID_L3T3A7,ID_BDKH6NQW
1,3,4,7,ID_A40ULU,ID_BDKH6NQW
1,3,4,7,ID_4RL8BZ,ID_BDKH6NQW
0,3,8,4,ID_ET4SZ6,ID_QLLBH48D
1,3,9,2,ID_FHR5YK,ID_CC0PN184
0,3,10,5,ID_M6VVDE,ID_CC0PN184
1,3,1,4,ID_O9YVE5,ID_CC0PN184
1,3,1,5,ID_XMMG9Q,ID_CC0PN184
0,3,7,6,ID_7PYXY0,ID_CC0PN184
1,3,7,1,ID_1U4MVA,ID_CC0PN184
0,3,2,4,ID_QZVQ2V,ID_CC0PN184
0,2,10,5,ID_B57VU6,ID_CC0PN184
0,2,11,4,ID_DG5RPD,ID_CC0PN184
1,3,8,3,ID_D88FQF,ID_CC0PN184
1,3,9,2,ID_MCJV9G,ID_CC0PN184
0,3,10,7,ID_X5WLA3,ID_CC0PN184
1,3,9,5,ID_FDE4TV,ID_2WG4R43C
1,3,9,3,ID_M4CJU4,ID_2WG4R43C
0,3,8,7,ID_9WQBFU,ID_US5N2RKH
0,3,10,5,ID_3M7WUE,ID_KOJD7H8F
1,3,8,4,ID_BF83UK,ID_X2GVKNXW
1,3,4,7,ID_XTOEMI,ID_MF63A3UT
1,3,3,7,ID_RADA9G,ID_UFC2E71N
1,3,10,4,ID_9TD5J1,ID_JIJL5CRD
0,3,12,2,ID_UDGZSU,ID_SP2ZCF29
0,3,11,6,ID_TUZC2H,ID_2V11AI3Q
1,3,9,2,ID_USBB1V,ID_2V11AI3Q
1,3,12,4,ID_EHIAT7,ID_VW2JOSJU
0,3,12,5,ID_1YHWS8,ID_VW2JOSJU
1,3,7,1,ID_K1TOLW,ID_SO6AEFC1
1,3,10,6,ID_H0HKEO,ID_SO6AEFC1
1,3,11,5,ID_S087EJ,ID_SO6AEFC1
1,3,7,4,ID_1C52H5,ID_SO6AEFC1
1,3,1,3,ID_W2BVHN,ID_SO6AEFC1
1,3,10,6,ID_53TSI5,ID_SO6AEFC1
1,3,10,6,ID_XX7KDJ,ID_SO6AEFC1
1,3,10,6,ID_4J38C6,ID_SO6AEFC1
1,3,10,6,ID_I4N70Y,ID_SO6AEFC1
1,3,1,3,ID_WA8L9U,ID_SO6AEFC1
1,3,1,6,ID_UXW1T7,ID_SO6AEFC1
1,3,7,4,ID_VHZ98T,ID_SO6AEFC1
1,3,4,6,ID_B6PZPH,ID_SO6AEFC1
1,3,4,6,ID_LSQV6K,ID_SO6AEFC1
1,3,2,2,ID_FD4J3B,ID_SO6AEFC1
1,3,2,2,ID_BGKR61,ID_SO6AEFC1
1,3,10,6,ID_7XLH83,ID_SO6AEFC1
1,3,7,4,ID_LP5SD1,ID_SO6AEFC1
1,3,7,4,ID_LLP4UV,ID_SO6AEFC1
1,3,4,6,ID_2K3GRG,ID_SO6AEFC1
1,3,7,4,ID_GA6UXV,ID_SO6AEFC1
1,3,7,4,ID_YKP2JG,ID_SO6AEFC1
1,3,7,4,ID_W8ZU22,ID_SO6AEFC1
1,3,11,5,ID_DD8WM2,ID_SO6AEFC1
1,3,1,6,ID_O2930X,ID_UA2H2BNV
1,3,1,4,ID_712K07,ID_UA2H2BNV
1,3,8,7,ID_1339MJ,ID_SYOPD1TT
1,3,8,2,ID_DXYS13,ID_ALNZZ4QA
0,3,7,5,ID_ID7JER,ID_KHO16CV4
0,3,4,2,ID_FOO4Y1,ID_KHO16CV4
0,3,5,3,ID_8SRIJM,ID_KHO16CV4
0,3,4,5,ID_8V1TWP,ID_KHO16CV4
1,3,5,5,ID_9V66UH,ID_KHO16CV4
0,3,10,4,ID_97B98U,ID_78QJ8MFO
0,3,10,5,ID_PEWQFM,ID_78QJ8MFO
1,3,3,1,ID_0OMSR6,ID_78QJ8MFO
1,3,8,5,ID_GZ8ZXT,ID_78QJ8MFO
0,3,10,4,ID_38XA06,ID_78QJ8MFO
1,3,10,7,ID_PTRAKE,ID_XBX95TZS
0,3,1,7,ID_OVA02V,ID_XBX95TZS
0,2,12,7,ID_U5DI0G,ID_XBX95TZS
1,3,3,6,ID_N04ZQU,ID_XBX95TZS
0,2,2,5,ID_K9Q456,ID_86YUC74R
0,1,7,2,ID_BRLGN1,ID_86YUC74R
0,1,7,2,ID_57O11P,ID_86YUC74R
0,1,5,2,ID_57VN7M,ID_86YUC74R
0,2,2,5,ID_5JM3WR,ID_86YUC74R
0,1,7,2,ID_6YRH7E,ID_86YUC74R
0,1,5,2,ID_UZZRL3,ID_86YUC74R
0,1,10,6,ID_6400QB,ID_86YUC74R
1,3,10,7,ID_YY0ZQD,ID_UXR7LYH1
0,3,5,5,ID_72GA12,ID_UXR7LYH1
0,3,5,5,ID_T0V5G7,ID_UXR7LYH1
0,3,4,1,ID_KMYMM3,ID_UXR7LYH1
1,3,10,1,ID_B9SEJ6,ID_UXR7LYH1
0,3,4,1,ID_YVTKWY,ID_UXR7LYH1
0,3,4,1,ID_AFWIHY,ID_UXR7LYH1
1,3,4,6,ID_0TD41P,ID_UXR7LYH1
0,3,4,1,ID_0UIDN7,ID_UXR7LYH1
1,3,4,6,ID_W1LT8M,ID_UXR7LYH1
1,3,4,1,ID_OS284N,ID_UXR7LYH1
1,3,11,6,ID_5TFUIS,ID_DCK8U5CS
0,3,10,4,ID_D791XW,ID_DCK8U5CS
1,3,11,2,ID_M1M3ZJ,ID_DCK8U5CS
1,3,11,6,ID_NYVV0X,ID_DCK8U5CS
0,3,10,1,ID_YMQ3ZL,ID_DCK8U5CS
0,3,10,1,ID_GO8TNZ,ID_DCK8U5CS
0,3,11,3,ID_DU3BNN,ID_DCK8U5CS
1,3,11,2,ID_056Y0V,ID_DCK8U5CS
0,3,11,2,ID_7GWL5B,ID_DCK8U5CS
1,3,9,3,ID_SJMWPT,ID_ARAYOT82
1,3,11,6,ID_UTJ417,ID_7X29ZR5X
1,3,8,2,ID_KGW3MM,ID_WKR7N2GM
1,3,3,6,ID_WCLZ48,ID_WKR7N2GM
0,1,5,7,ID_0ZIBO4,ID_WKR7N2GM
1,3,1,2,ID_GAOGQT,ID_WKR7N2GM
0,2,5,6,ID_9KJBKO,ID_WKR7N2GM
0,3,1,2,ID_VOP1U2,ID_WKR7N2GM
0,3,7,5,ID_NVUV1H,ID_DB2EA3P0
0,3,7,2,ID_VZU22Y,ID_DB2EA3P0
0,3,7,2,ID_B7UYMW,ID_DB2EA3P0
0,3,7,2,ID_JXSRPO,ID_DB2EA3P0
1,3,6,7,ID_CTV4NR,ID_5IMHZ2VR
0,3,9,3,ID_QRPEB4,ID_YU9P7KGW
1,3,9,7,ID_U0Q6L4,ID_YU9P7KGW
1,3,7,7,ID_Y81550,ID_61URP197
1,3,9,1,ID_YQ1OHO,ID_DJQ3ERMC
0,3,11,7,ID_O94DW6,ID_1YPXBMR1
1,3,3,7,ID_AK6JWW,ID_GMF79HR1
0,2,10,3,ID_PXT2VW,ID_GMF79HR1
0,3,4,1,ID_HJ6YN9,ID_GMF79HR1
0,2,10,3,ID_WFC3C3,ID_TMJQAJXE
0,3,12,3,ID_UQT319,ID_WGRF38AK
0,3,12,3,ID_L8M1CF,ID_WGRF38AK
0,3,11,7,ID_E99HP7,ID_OJH4QSWV
0,3,4,3,ID_YW1Z32,ID_XSEP4XPN
0,3,3,3,ID_BS9TH9,ID_XSEP4XPN
1,3,3,3,ID_VG7SKM,ID_XSEP4XPN
0,3,6,7,ID_D76UCZ,ID_XSEP4XPN
0,3,6,1,ID_WE2VG1,ID_XSEP4XPN
0,2,6,6,ID_O0R3QC,ID_9TREYSWU
0,3,11,4,ID_XM075P,ID_9TREYSWU
1,3,4,6,ID_GQZNJK,ID_9TREYSWU
0,3,1,4,ID_AGOPII,ID_9TREYSWU
1,3,6,6,ID_K7S2OM,ID_164XVEFU
1,3,7,3,ID_2868WK,ID_164XVEFU
1,3,3,3,ID_8M1P1X,ID_164XVEFU
1,3,4,7,ID_XDBPOE,ID_164XVEFU
1,3,3,2,ID_V2PHQ3,ID_164XVEFU
1,3,4,5,ID_0BWLEF,ID_164XVEFU
1,3,3,3,ID_AG4V6C,ID_164XVEFU
0,3,3,6,ID_46T5OO,ID_164XVEFU
1,3,3,3,ID_05JVI1,ID_164XVEFU
1,3,4,7,ID_I9ONR2,ID_164XVEFU
1,3,3,3,ID_VPLYBM,ID_164XVEFU
1,3,3,3,ID_7YM8NF,ID_164XVEFU
1,3,3,3,ID_DPJYTY,ID_164XVEFU
1,3,4,5,ID_MKCQTV,ID_164XVEFU
1,3,3,3,ID_KB27HE,ID_164XVEFU
1,3,3,3,ID_9WY7HS,ID_164XVEFU
1,3,3,3,ID_Y88F7P,ID_164XVEFU
1,3,3,3,ID_41LAJH,ID_164XVEFU
1,3,3,2,ID_O0RLU3,ID_164XVEFU
1,3,4,3,ID_A3VKDS,ID_164XVEFU
1,3,3,3,ID_R0NSHY,ID_164XVEFU
1,3,3,7,ID_CHYQR2,ID_164XVEFU
1,3,4,7,ID_6A8DBX,ID_164XVEFU
1,3,4,7,ID_5V1K14,ID_164XVEFU
1,3,9,5,ID_VQ5J31,ID_33Z20AJ3
0,2,9,6,ID_K98SC7,ID_33Z20AJ3
0,3,3,2,ID_U0W1X8,ID_33Z20AJ3
0,2,9,6,ID_RIDBAG,ID_33Z20AJ3
0,2,10,4,ID_U56OSI,ID_33Z20AJ3
0,2,11,7,ID_1XFYNZ,ID_33Z20AJ3
0,2,12,5,ID_SMSPRF,ID_33Z20AJ3
1,3,1,3,ID_LT5U0T,ID_33Z20AJ3
0,2,9,6,ID_BISPK2,ID_33Z20AJ3
0,3,1,1,ID_JDZP85,ID_33Z20AJ3
0,3,2,1,ID_66SRUI,ID_33Z20AJ3
0,2,4,2,ID_E5CJ8F,ID_33Z20AJ3
0,3,1,4,ID_01YV0V,ID_33Z20AJ3
0,2,11,4,ID_FN60IS,ID_33Z20AJ3
0,3,4,4,ID_K2HXM1,ID_33Z20AJ3
0,2,8,2,ID_245PQG,ID_33Z20AJ3
1,3,9,3,ID_FAY7ET,ID_A4RDO76A
1,3,9,2,ID_GOC89Z,ID_A4RDO76A
1,3,4,1,ID_90RBF6,ID_S7LS8R0N
1,3,9,6,ID_HR7VSZ,ID_0P2OLHWL
0,3,11,3,ID_FN9QU5,ID_N9KVJUJ4
1,3,12,1,ID_K7Z970,ID_4OXQ9Z85
1,3,9,3,ID_4C5CH7,ID_ZK25WJZH
0,2,9,1,ID_6H7YE3,ID_QZ9H8F1K
1,3,2,6,ID_L938A1,ID_QZ9H8F1K
0,2,11,5,ID_MPYV2Z,ID_QZ9H8F1K
0,2,10,5,ID_9L1G9O,ID_QZ9H8F1K
0,2,2,7,ID_JFMPA9,ID_QZ9H8F1K
1,3,3,1,ID_0CY0WU,ID_MZDI3I9H
1,3,6,5,ID_1Q8P4P,ID_MZDI3I9H
1,3,4,4,ID_R2C1YY,ID_MZDI3I9H
1,3,4,4,ID_JJLOCF,ID_MZDI3I9H
1,3,4,4,ID_YEV5Q4,ID_MZDI3I9H
1,3,5,4,ID_NMNY7V,ID_MZDI3I9H
1,3,5,4,ID_OX48UH,ID_MZDI3I9H
1,3,6,5,ID_TPGNU9,ID_MZDI3I9H
1,3,6,5,ID_POKAQV,ID_MZDI3I9H
1,3,7,2,ID_C28NAU,ID_FKE7WOU8
0,3,7,7,ID_IN0R1K,ID_FKE7WOU8
1,3,9,4,ID_B166U5,ID_KBW8T5YX
1,3,9,4,ID_56WT0C,ID_A8JP4DBR
1,3,11,7,ID_N6OAW7,ID_K1N3CBLW
1,3,11,7,ID_1CX8CR,ID_K1N3CBLW
1,3,12,7,ID_TOKNQ3,ID_K1N3CBLW
1,3,12,2,ID_VVVJ48,ID_K1N3CBLW
1,3,8,1,ID_K95K39,ID_K1N3CBLW
1,3,8,4,ID_LVEQDA,ID_K1N3CBLW
0,2,10,3,ID_930KGK,ID_K1N3CBLW
1,3,8,4,ID_NWG60S,ID_K1N3CBLW
1,3,5,2,ID_GV9BP0,ID_K1N3CBLW
1,3,7,2,ID_ZUSU83,ID_K1N3CBLW
1,3,9,4,ID_ANS9QP,ID_52CL2Z3I
1,3,9,4,ID_X5I9YY,ID_52CL2Z3I
1,3,9,2,ID_U322PB,ID_420O5ZRD
0,3,10,3,ID_TTOMVA,ID_420O5ZRD
1,3,9,2,ID_IZWXC2,ID_420O5ZRD
1,3,12,5,ID_K3RYEM,ID_MS4IY2Q3
1,3,3,2,ID_A76NCY,ID_4OHPUOHJ
1,3,3,2,ID_JKV626,ID_4OHPUOHJ
1,3,11,4,ID_QIS26O,ID_P4BEJ70J
1,3,11,4,ID_3VOHBJ,ID_P4BEJ70J
1,3,7,2,ID_0MHXW4,ID_FMJ24LRO
1,3,10,1,ID_5M7K28,ID_KIECDGYD
0,3,7,3,ID_E5F8MD,ID_BM9E2HSS
0,3,11,3,ID_5KFZZJ,ID_BM9E2HSS
1,3,10,2,ID_HRKNDZ,ID_BM9E2HSS
0,3,8,1,ID_KE765Y,ID_BM9E2HSS
0,3,9,6,ID_XB87RJ,ID_BM9E2HSS
1,3,10,7,ID_ULN4G7,ID_FBU3ONWM
1,3,10,7,ID_QOR3P5,ID_FBU3ONWM
1,3,10,7,ID_2XH1F6,ID_FBU3ONWM
1,3,10,7,ID_OU3C7P,ID_FBU3ONWM
1,3,11,6,ID_IBQGVY,ID_OW9II5PT
1,3,7,2,ID_GJE1OT,ID_OW9II5PT
1,3,7,1,ID_OLX52F,ID_P44MZ9SQ
1,3,11,6,ID_4X65OG,ID_00N1HX6H
0,3,11,1,ID_1IKFJ9,ID_BIW57C1K
0,3,11,3,ID_PTW31A,ID_BIW57C1K
1,3,11,1,ID_6M1WCI,ID_N6C2FKG9
1,3,11,1,ID_FDJXBI,ID_N6C2FKG9
0,2,12,7,ID_1H28QZ,ID_N6C2FKG9
1,3,6,3,ID_7U377L,ID_N6C2FKG9
0,3,11,4,ID_1BS471,ID_N6C2FKG9
0,2,11,7,ID_YRTZU7,ID_N6C2FKG9
0,2,12,4,ID_TNW33S,ID_N6C2FKG9
0,2,12,7,ID_CEFTIG,ID_N6C2FKG9
0,2,11,2,ID_TI49AD,ID_N6C2FKG9
0,2,12,4,ID_P8NNIA,ID_N6C2FKG9
0,2,12,6,ID_6CLUNR,ID_N6C2FKG9
1,3,5,6,ID_A08CTM,ID_N6C2FKG9
1,3,5,5,ID_SFCXAH,ID_N6C2FKG9
1,3,5,3,ID_9U51CE,ID_N6C2FKG9
0,3,5,5,ID_JSYT3L,ID_N6C2FKG9
1,3,6,4,ID_ZJQEHV,ID_N6C2FKG9
1,3,6,4,ID_HRXB2Y,ID_N6C2FKG9
0,3,7,2,ID_AZLY6Q,ID_CKJR0NZU
1,3,7,6,ID_HMK4VN,ID_CKJR0NZU
0,2,11,7,ID_XAL1DO,ID_CKJR0NZU
0,2,12,6,ID_05APSY,ID_CKJR0NZU
0,3,10,5,ID_3400OC,ID_CKJR0NZU
1,3,4,6,ID_KL4X2F,ID_JVMHBY14
0,3,5,4,ID_PZLJOI,ID_JVMHBY14
0,3,5,5,ID_8S4EAG,ID_JVMHBY14
0,3,7,4,ID_BTCJVP,ID_BE2190KL
0,2,5,3,ID_EJGSDR,ID_RXMGFF51
0,2,5,3,ID_JRR9B1,ID_RXMGFF51
1,3,4,6,ID_SPGR3D,ID_GM13GOR5
0,3,6,4,ID_FYIQ7F,ID_GM13GOR5
1,3,4,6,ID_61RUQX,ID_GM13GOR5
0,3,6,4,ID_GEYSEN,ID_GM13GOR5
1,3,12,6,ID_3MEMTM,ID_2DCPZZ0Z
1,3,3,2,ID_UXVU3E,ID_1WOUQ1UO
1,3,4,2,ID_CJS8A3,ID_1WOUQ1UO
1,3,4,2,ID_L243L3,ID_1WOUQ1UO
1,3,4,2,ID_6SVP7M,ID_1WOUQ1UO
1,3,4,2,ID_7AAV1N,ID_1WOUQ1UO
1,3,4,6,ID_1SHXHX,ID_1WOUQ1UO
1,3,4,2,ID_XV54VF,ID_1WOUQ1UO
1,3,3,2,ID_JFI1BU,ID_LCN7W3QP
1,3,3,2,ID_64A6O1,ID_LCN7W3QP
0,3,11,1,ID_UBQSYX,ID_NKZ3FZYC
0,3,12,7,ID_MMSY7N,ID_NKZ3FZYC
0,3,4,3,ID_MEKNO6,ID_NKZ3FZYC
0,2,12,1,ID_EC4NFZ,ID_NKZ3FZYC
0,3,7,6,ID_MPL1TW,ID_NKZ3FZYC
0,3,7,6,ID_WS59F5,ID_NKZ3FZYC
0,2,11,7,ID_DHJILE,ID_NKZ3FZYC
0,2,11,3,ID_WG4PV7,ID_NKZ3FZYC
