UserID,CommentDate Year,CommentDate Month,CommentDate Day_of_week
ID_M0PDFB55,3,3,1
ID_M9GQJMP3,3,2,1
ID_JWCB5G3Q,3,2,1
ID_JKXROPGM,3,2,1
ID_33Z20AJ3,3,2,1
ID_1OOXSUUG,3,2,1
ID_KYK7OA4O,3,2,1
ID_KYK7OA4O,3,2,1
ID_KYK7OA4O,3,2,1
ID_KYK7OA4O,3,2,1
ID_Q7GMORTC,3,2,1
ID_Q7GMORTC,3,2,1
ID_1YOOA1Q8,3,2,1
ID_1YOOA1Q8,3,2,1
ID_1YOOA1Q8,3,2,1
ID_YKZ9PNW0,3,2,1
ID_M9GQJMP3,3,5,5
ID_XVW1LZX0,3,5,5
ID_1CGW402N,3,5,5
ID_1CGW402N,3,5,5
ID_M9GQJMP3,3,3,2
ID_CB7ZH4MJ,3,3,2
ID_XCLBEE3O,3,3,2
ID_XCLBEE3O,3,3,2
ID_1WOUQ1UO,3,3,2
ID_PNUJTLMH,3,3,2
ID_M9GQJMP3,3,5,6
ID_29FH6HS1,3,5,6
ID_UDS6FRR8,3,5,6
ID_75UCV9KN,3,5,6
ID_A7JZTT08,3,5,6
ID_BI6TUD2N,3,5,6
ID_CMQZLR03,3,5,6
ID_MZDI3I9H,3,5,7
ID_XVW1LZX0,3,5,6
ID_74D9FMXD,3,5,6
ID_JZBODRY1,3,5,6
ID_JZBODRY1,3,5,6
ID_ECMP2MA1,3,5,3
ID_4X46JTW6,3,5,7
ID_4X46JTW6,3,5,6
ID_4X46JTW6,3,5,6
ID_31HU0175,3,5,6
ID_31HU0175,3,5,6
ID_0LE6ZS8W,3,5,6
ID_0LE6ZS8W,3,5,6
ID_0LE6ZS8W,3,5,6
ID_0LE6ZS8W,3,5,6
ID_0LE6ZS8W,3,5,6
ID_6GYFE78Z,3,5,1
ID_V6L06DCW,3,5,6
ID_8BE4HNON,3,5,6
ID_JPCW6FPO,3,5,6
ID_0MX0QO4E,3,5,6
ID_M9GQJMP3,3,2,2
ID_GALX4LQK,3,2,2
ID_1ENKPLWW,3,2,2
ID_1ENKPLWW,3,2,2
ID_1ENKPLWW,3,2,2
ID_1ENKPLWW,3,2,2
ID_TADDCIC2,3,1,1
ID_TADDCIC2,3,2,2
ID_TADDCIC2,3,2,2
ID_M9GQJMP3,2,11,3
ID_BI6TUD2N,2,11,2
ID_QR7X8JHA,2,11,2
ID_QR7X8JHA,2,11,3
ID_WHZA5DUO,2,11,2
ID_WHZA5DUO,2,11,2
ID_WHZA5DUO,2,11,2
ID_WHZA5DUO,2,11,2
ID_SKQO8CEF,2,11,2
ID_SKQO8CEF,2,11,2
ID_ZORF23OZ,2,11,2
ID_ZORF23OZ,2,11,2
ID_ZORF23OZ,2,11,2
ID_MKSG1ULW,2,11,3
ID_M9GQJMP3,3,12,1
ID_M9GQJMP3,3,12,1
ID_M9GQJMP3,3,12,1
ID_29FH6HS1,3,12,1
ID_29FH6HS1,3,12,1
ID_M9GQJMP3,3,5,5
ID_M9GQJMP3,3,5,5
ID_WKBX8R0Y,3,5,5
ID_WKBX8R0Y,3,5,5
ID_M9GQJMP3,3,2,5
ID_M9GQJMP3,3,2,6
ID_M9GQJMP3,3,5,6
ID_PZC3117C,3,5,6
ID_PZC3117C,3,5,6
ID_29FH6HS1,3,5,6
ID_29FH6HS1,3,5,6
ID_29FH6HS1,3,5,6
ID_29FH6HS1,3,5,6
ID_29FH6HS1,3,5,6
ID_29FH6HS1,3,5,6
ID_29FH6HS1,3,5,7
ID_4S9JJCZA,3,5,6
ID_75UCV9KN,3,5,6
ID_3TMRSXX5,3,5,6
ID_EC7DUJIA,3,5,6
ID_XVW1LZX0,3,5,6
ID_XVW1LZX0,3,5,6
ID_GGDVNY08,3,5,7
ID_74D9FMXD,3,5,6
ID_ECMP2MA1,3,5,3
ID_1CGW402N,3,5,6
ID_4X46JTW6,3,5,6
ID_VI0TRYT3,3,5,6
ID_CACVVAUY,3,5,7
ID_C8GTO0EV,3,5,6
ID_GUP2N0DQ,3,5,6
ID_V6L06DCW,3,5,6
ID_H5L52UAM,3,5,5
ID_L3F8G982,3,5,5
ID_UXR7LYH1,3,5,5
ID_W1CYV8V9,3,5,5
ID_NWE8PGVL,3,5,5
ID_XVW1LZX0,3,5,5
ID_XSEQG6AX,3,5,5
ID_GG6J2ZW7,3,5,5
ID_EQG7QCBY,3,5,5
ID_UYKVUODN,3,5,5
ID_H5L52UAM,3,5,5
ID_H5L52UAM,3,5,5
ID_GD91Z55R,3,5,6
ID_GD91Z55R,3,5,6
ID_09AGEK9E,3,5,5
ID_JNJWEJ90,3,5,5
ID_LCBXXPF0,3,4,5
ID_JMJSRIUC,3,4,5
ID_K4MN0ULM,3,4,5
ID_LCBXXPF0,3,3,2
ID_GLBNPXA2,3,3,5
ID_RF9BHFPO,3,3,5
ID_69M3BF1T,3,3,5
ID_LCBXXPF0,3,4,5
ID_LCBXXPF0,3,3,7
ID_LCBXXPF0,3,3,7
ID_LCBXXPF0,3,3,7
ID_LCBXXPF0,3,3,7
ID_LCBXXPF0,3,3,6
ID_LCBXXPF0,3,3,7
ID_KYK7OA4O,3,4,6
ID_63O6GZS4,3,3,7
ID_63O6GZS4,3,3,7
ID_63O6GZS4,3,3,7
ID_63O6GZS4,3,3,7
ID_63O6GZS4,3,3,7
ID_63O6GZS4,3,3,7
ID_63O6GZS4,3,3,7
ID_YIAGXEKM,3,3,7
ID_P61VEO9M,3,3,6
ID_9S0JO6FO,3,3,7
ID_3YIZ2B0J,3,3,3
ID_1QF0PJ5R,3,3,6
ID_GFTA2ZFG,3,3,6
ID_CBQGMM1X,3,3,6
ID_LCBXXPF0,3,2,3
ID_LCBXXPF0,3,2,3
ID_9TREYSWU,3,2,3
ID_1QF0PJ5R,3,2,3
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,3
ID_K4MN0ULM,3,4,3
ID_K4MN0ULM,3,4,3
ID_K4MN0ULM,3,4,2
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_Q0NZ05B9,3,4,2
ID_Q0NZ05B9,3,4,3
ID_YIAGXEKM,3,4,3
ID_LCBXXPF0,3,3,4
ID_LCBXXPF0,3,3,4
ID_S33SXF0D,3,3,4
ID_S33SXF0D,3,3,4
ID_UMVPLRIV,3,3,4
ID_164XVEFU,3,3,4
ID_541ETE0B,3,3,4
ID_8QK0BDIZ,3,4,1
ID_HA6T85MI,3,4,1
ID_LCBXXPF0,3,4,7
ID_K4MN0ULM,3,4,7
ID_K4MN0ULM,3,4,3
ID_K4MN0ULM,3,4,3
ID_093UA6Q9,3,4,7
ID_ZJNDB6Y1,3,4,7
ID_2CH3EAQ5,3,4,7
ID_LCBXXPF0,3,4,7
ID_LCBXXPF0,3,4,7
ID_LCBXXPF0,3,4,7
ID_YIAGXEKM,3,4,7
ID_YIAGXEKM,3,4,7
ID_3Q593Y9D,3,4,7
ID_T8XVEBRA,3,4,7
ID_LCBXXPF0,3,4,1
ID_UMVPLRIV,3,4,1
ID_WHZA5DUO,3,4,3
ID_YIAGXEKM,3,4,3
ID_DDGR94MS,3,4,1
ID_DDGR94MS,3,4,3
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,2
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_LCBXXPF0,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,2
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_LCBXXPF0,3,4,5
ID_UMVPLRIV,3,4,7
ID_DV7RX46Q,3,4,7
ID_DV7RX46Q,3,4,5
ID_DV7RX46Q,3,4,5
ID_ZJNDB6Y1,3,4,7
ID_ZJNDB6Y1,3,4,7
ID_76XPSSLB,3,4,7
ID_5V5Y3690,3,4,7
ID_5V5Y3690,3,4,1
ID_5V5Y3690,3,4,1
ID_9N8FDP82,3,4,7
ID_LCBXXPF0,3,2,3
ID_I0GSUDCO,3,3,6
ID_LCBXXPF0,3,3,7
ID_LCBXXPF0,3,4,1
ID_S33SXF0D,3,4,7
ID_UMVPLRIV,3,4,7
ID_ZJNDB6Y1,3,4,1
ID_ZJNDB6Y1,3,4,1
ID_5KO92VLW,3,4,1
ID_5KO92VLW,3,4,1
ID_5KO92VLW,3,4,1
ID_LCBXXPF0,3,4,1
ID_57CBC4OI,3,4,1
ID_YIAGXEKM,3,4,1
ID_5KO92VLW,3,4,1
ID_5KO92VLW,3,4,1
ID_5KO92VLW,3,4,1
ID_5KO92VLW,3,4,1
ID_CVGHQ3QP,3,4,1
ID_AP3DG9XV,3,4,1
ID_TZ5J2ZY6,3,4,1
ID_2CH3EAQ5,3,4,1
ID_LCBXXPF0,3,4,7
ID_RGN96QT8,3,12,1
ID_RGN96QT8,3,12,1
ID_RGN96QT8,3,12,4
ID_NKZ3FZYC,3,12,1
ID_NKZ3FZYC,3,12,4
ID_NKZ3FZYC,3,12,3
ID_F5KLPZVZ,3,12,1
ID_F5KLPZVZ,3,12,4
ID_RGN96QT8,3,11,3
ID_KQ6176AC,2,9,4
ID_29FH6HS1,2,4,2
ID_T3AS9ABP,2,4,5
ID_T3AS9ABP,2,4,3
ID_I0UM9FFS,2,4,5
ID_I0UM9FFS,2,4,5
ID_DAW2ATK4,2,4,7
ID_9OD9WWBM,2,4,2
ID_CB7ZH4MJ,3,3,2
ID_RKGGIW01,3,3,2
ID_P0APCOD9,3,3,2
ID_PBC2YNYR,3,3,2
ID_PBC2YNYR,3,3,2
ID_ZPUQU7TK,3,3,2
ID_ZPUQU7TK,3,3,2
ID_ZPUQU7TK,3,3,2
ID_ZPUQU7TK,3,3,3
ID_O12XFGTE,3,3,2
ID_LWPTHZZE,3,3,3
ID_FZPIG0RP,3,3,2
ID_JVMHBY14,3,3,4
ID_331HJU11,3,3,2
ID_331HJU11,3,3,2
ID_WWVCMD97,3,3,2
ID_XXXIBZZP,3,3,2
ID_Q3J9QWMN,3,3,3
ID_Q3J9QWMN,3,3,2
ID_T5VRVK9V,3,3,3
ID_V5OESCC8,3,3,2
ID_EU2WK4WD,3,3,3
ID_C8GTO0EV,3,3,2
ID_C8GTO0EV,3,3,2
ID_G56DZQ05,3,3,4
ID_09QTHFNJ,3,3,4
ID_SXMVWDH1,3,3,4
ID_5HYTFYPV,3,3,5
ID_5HYTFYPV,3,3,4
ID_5HYTFYPV,3,3,5
ID_3830DKMC,3,3,5
ID_ZSZKGC9H,3,3,2
ID_0TAZ36TP,3,3,1
ID_F52XR70E,3,3,4
ID_CB7ZH4MJ,3,3,5
ID_JMJSRIUC,3,3,5
ID_JMJSRIUC,3,3,5
ID_3M2I6MZR,3,3,5
ID_UEE5ESQM,3,3,5
ID_CB7ZH4MJ,3,4,2
ID_29FH6HS1,3,4,2
ID_A7JZTT08,3,4,2
ID_Q9CKKPAI,3,4,3
ID_9DDAKT3I,3,4,2
ID_5T0O9P5H,3,4,3
ID_B2N4QAER,3,4,2
ID_J8K01FUW,3,4,3
ID_CB7ZH4MJ,3,5,6
ID_VC0PF33W,3,3,3
ID_2QFSXRJ2,3,3,2
ID_VC0PF33W,3,3,2
ID_VC0PF33W,3,3,1
ID_VC0PF33W,3,3,7
ID_VC0PF33W,3,3,3
ID_VC0PF33W,3,3,3
ID_VC0PF33W,3,3,3
ID_VC0PF33W,3,3,3
ID_VC0PF33W,3,3,3
ID_VC0PF33W,3,3,3
ID_VC0PF33W,3,3,3
ID_VC0PF33W,3,3,3
ID_VC0PF33W,3,3,3
ID_VC0PF33W,3,3,4
ID_VC0PF33W,3,3,4
ID_VC0PF33W,3,3,4
ID_VC0PF33W,3,3,2
ID_VC0PF33W,3,3,4
ID_VC0PF33W,3,3,7
ID_VC0PF33W,3,3,2
ID_VC0PF33W,3,3,4
ID_VC0PF33W,3,3,4
ID_VC0PF33W,3,3,1
ID_VC0PF33W,3,3,4
ID_VC0PF33W,3,3,5
ID_VC0PF33W,3,3,4
ID_1LT6EFTU,3,3,2
ID_1LT6EFTU,3,3,2
ID_1LT6EFTU,3,3,3
ID_1LT6EFTU,3,3,3
ID_1LT6EFTU,3,3,3
ID_1LT6EFTU,3,3,3
ID_1LT6EFTU,3,3,3
ID_1LT6EFTU,3,3,3
ID_1LT6EFTU,3,3,4
ID_1LT6EFTU,3,3,4
ID_1LT6EFTU,3,3,3
ID_1LT6EFTU,3,3,4
ID_1LT6EFTU,3,3,4
ID_1LT6EFTU,3,3,1
ID_1LT6EFTU,3,3,1
ID_1LT6EFTU,3,3,1
ID_1LT6EFTU,3,3,3
ID_1LT6EFTU,3,3,4
ID_1LT6EFTU,3,3,4
ID_1LT6EFTU,3,3,7
ID_1LT6EFTU,3,3,1
ID_1LT6EFTU,3,3,1
ID_VC0PF33W,3,4,7
ID_VC0PF33W,3,4,7
ID_VC0PF33W,3,4,1
ID_VC0PF33W,3,4,1
ID_29FH6HS1,3,4,7
ID_29FH6HS1,3,4,7
ID_4087C0V5,3,4,1
ID_VC0PF33W,3,2,4
ID_K1ZQTYEL,3,1,1
ID_VC0PF33W,3,10,7
ID_VEPEUU1E,3,10,2
ID_VEPEUU1E,3,10,2
ID_VEPEUU1E,3,10,2
ID_582I5J3H,3,10,2
ID_582I5J3H,3,10,2
ID_582I5J3H,3,10,2
ID_582I5J3H,3,10,2
ID_VC0PF33W,3,1,1
ID_VC0PF33W,3,3,3
ID_YIAGXEKM,3,3,3
ID_AE3MHHIF,3,3,3
ID_QC6UOMWP,3,3,4
ID_VC0PF33W,3,6,3
ID_VC0PF33W,3,6,2
ID_XGHA96QN,3,6,1
ID_Y2KMMQ0Y,3,6,1
ID_Y2KMMQ0Y,3,6,2
ID_QWXYEQEI,3,6,3
ID_VC0PF33W,3,3,5
ID_VC0PF33W,3,3,5
ID_1LT6EFTU,3,3,5
ID_VC0PF33W,3,3,2
ID_VC0PF33W,3,3,4
ID_VC0PF33W,3,3,4
ID_KHDC4CNZ,3,3,4
ID_VC0PF33W,3,2,1
ID_VC0PF33W,3,10,3
ID_KJP3ZDQP,3,10,1
ID_VC0PF33W,3,11,1
ID_PZC3117C,3,11,1
ID_XGHA96QN,3,11,3
ID_6M6TBDO5,3,11,1
ID_CCL73LRP,3,11,5
ID_VC0PF33W,3,10,6
ID_4TIJO9OK,3,10,6
ID_VC0PF33W,3,10,6
ID_99OCEQ8Q,3,10,6
ID_VC0PF33W,2,4,4
ID_VC0PF33W,2,4,4
ID_VC0PF33W,2,4,4
ID_U1Q22OF8,2,4,4
ID_FVLUW9HC,2,4,3
ID_21WK0DT8,2,4,4
ID_D5W0AWJF,2,4,4
ID_VC0PF33W,2,4,3
ID_E3WH73HI,2,3,4
ID_GXWYQTFR,2,3,5
ID_GXWYQTFR,2,4,7
ID_AM0TL3BB,2,3,4
ID_TZF6F27B,2,3,4
ID_NOLEYMLJ,2,3,3
ID_SEPHPTK9,2,4,7
ID_Q5SM5LZM,2,3,4
ID_Q5SM5LZM,2,3,4
ID_VC0PF33W,3,12,7
ID_5KV4JR9M,2,4,3
ID_29FH6HS1,2,4,5
ID_4S9JJCZA,2,4,3
ID_HPJ0VJJC,2,4,4
ID_CG203S0F,2,4,3
ID_GBQ5P913,2,4,7
ID_3EQLWWCY,2,4,3
ID_3EQLWWCY,2,4,3
ID_B0MC7MK0,2,4,7
ID_LORVM90M,2,11,4
ID_LORVM90M,2,11,4
ID_4DSDKPOY,2,11,4
ID_XQ91E4XS,2,11,4
ID_XQ91E4XS,2,11,4
ID_46PQKEEW,2,11,4
ID_1BMRAWCW,2,11,4
ID_CFUZMI8V,2,11,4
ID_ET5KQTHR,2,11,4
ID_31KYK1AH,2,11,4
ID_VRCVRIZY,2,11,4
ID_LORVM90M,3,4,1
ID_7UO5J3NG,3,4,3
ID_NKZ3FZYC,3,4,3
ID_NKZ3FZYC,3,4,7
ID_NKZ3FZYC,3,4,1
ID_NKZ3FZYC,3,4,5
ID_YIAGXEKM,3,4,7
ID_TB80IXN5,3,4,5
ID_LORVM90M,2,12,7
ID_1OOXSUUG,2,12,7
ID_75UCV9KN,2,12,7
ID_CYT765Y5,2,12,7
ID_CYT765Y5,2,12,7
ID_4JY004UM,2,12,7
ID_X0O4EOHJ,2,12,7
ID_LORVM90M,2,10,5
ID_XGHA96QN,2,10,5
ID_OCC1MNW3,2,10,5
ID_5IDW3QTY,2,10,5
ID_LORVM90M,3,7,7
ID_QE7NRVOW,3,7,7
ID_1QR0E8OD,3,7,7
ID_XBX95TZS,3,8,6
ID_LORVM90M,3,12,3
ID_LORVM90M,3,12,3
ID_29FH6HS1,3,12,3
ID_5KO92VLW,3,12,4
ID_5KO92VLW,3,12,4
ID_LORVM90M,3,7,7
ID_57CBC4OI,3,7,7
ID_L2UG463K,3,7,7
ID_R58VRPP8,3,7,7
ID_LORVM90M,3,7,7
ID_57CBC4OI,3,7,7
ID_L2UG463K,3,7,7
ID_SWYN0G9U,3,7,1
ID_LORVM90M,3,11,2
ID_LORVM90M,3,11,2
ID_LORVM90M,3,12,2
ID_XOKY0J34,3,11,2
ID_XOKY0J34,3,11,2
ID_IWJ12M2H,3,11,7
ID_7WSZDAEC,3,12,2
ID_LORVM90M,3,10,3
ID_LORVM90M,3,11,4
ID_LORVM90M,3,9,4
ID_LORVM90M,3,9,4
ID_LJEO8I0B,3,9,4
ID_LORVM90M,3,9,5
ID_M48H2B5D,3,9,5
ID_LXKKVI8D,3,9,5
ID_LORVM90M,3,9,5
ID_M48H2B5D,3,9,5
ID_YST6K4V0,3,9,5
ID_YST6K4V0,3,9,5
ID_LORVM90M,3,12,5
ID_LORVM90M,3,9,2
ID_57CBC4OI,3,9,1
ID_LORVM90M,3,6,2
ID_LORVM90M,2,11,4
ID_1OOXSUUG,2,11,4
ID_F76SF3RJ,2,11,4
ID_T7TL5TIW,2,11,4
ID_AFWJ26G5,2,11,4
ID_LORVM90M,2,12,5
ID_XGHA96QN,2,12,6
ID_CQ6Q59U0,2,12,5
ID_CQ6Q59U0,2,12,5
ID_LORVM90M,3,12,4
ID_XOKY0J34,3,12,4
ID_XOKY0J34,3,12,4
ID_L3F8G982,3,12,4
ID_LORVM90M,3,6,3
ID_22YHZCN7,3,6,3
ID_WS6ENEAY,3,6,1
ID_8QQSZPYQ,3,5,5
ID_8QQSZPYQ,3,5,6
ID_8QQSZPYQ,3,5,6
ID_8QQSZPYQ,3,5,5
ID_DXJ3C272,3,5,5
ID_DXJ3C272,3,5,5
ID_DXJ3C272,3,5,5
ID_8QQSZPYQ,2,5,5
ID_2FZK59R1,2,5,7
ID_3B6CEGBQ,2,5,3
ID_PZC3117C,2,4,2
ID_4S9JJCZA,2,4,2
ID_U4AIQRLY,2,4,2
ID_U1Q22OF8,2,4,3
ID_U5X8WN7I,2,4,3
ID_PZC3117C,3,4,2
ID_PZC3117C,3,4,2
ID_PZC3117C,3,4,2
ID_PZC3117C,3,4,2
ID_PZC3117C,3,4,2
ID_PZC3117C,3,3,7
ID_PZC3117C,3,3,7
ID_PZC3117C,3,3,7
ID_PZC3117C,3,3,7
ID_PZC3117C,3,3,7
ID_PZC3117C,3,4,2
ID_PZC3117C,3,3,7
ID_PZC3117C,3,3,7
ID_PZC3117C,3,3,7
ID_PZC3117C,3,3,7
ID_PZC3117C,3,4,1
ID_PZC3117C,3,4,2
ID_PZC3117C,3,4,3
ID_K4MN0ULM,3,4,2
ID_K4MN0ULM,3,4,2
ID_K4MN0ULM,3,4,4
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,3,7
ID_K4MN0ULM,3,3,7
ID_K4MN0ULM,3,3,7
ID_K4MN0ULM,3,3,7
ID_K4MN0ULM,3,4,2
ID_K4MN0ULM,3,3,7
ID_K4MN0ULM,3,3,7
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,1
ID_K4MN0ULM,3,4,2
ID_K4MN0ULM,3,4,2
ID_K4MN0ULM,3,4,2
ID_PZC3117C,3,12,7
ID_PZC3117C,3,12,7
ID_F76SF3RJ,3,12,7
ID_F76SF3RJ,3,12,4
ID_CYT765Y5,3,12,4
ID_CYT765Y5,3,12,3
ID_M48H2B5D,3,12,4
ID_H117PHTE,3,12,4
ID_PZC3117C,3,11,4
ID_6M6TBDO5,3,11,7
ID_PZC3117C,2,6,1
ID_U1Q22OF8,2,6,1
ID_U1Q22OF8,2,6,1
ID_O8PDLZ1B,2,6,2
ID_1XV7G1UL,2,6,1
ID_6L3A64FZ,2,6,1
ID_6L3A64FZ,2,6,1
ID_Q7GMORTC,2,6,1
ID_DDGR94MS,2,6,1
ID_DDGR94MS,2,6,1
ID_DDGR94MS,2,6,1
ID_DDGR94MS,2,6,1
ID_QWXYEQEI,2,6,1
ID_QWXYEQEI,2,6,1
ID_QWXYEQEI,2,6,2
ID_QWXYEQEI,2,6,1
ID_QWXYEQEI,2,6,1
ID_Y4MWMRL8,2,7,2
ID_0MXGM861,2,6,2
ID_U5X8WN7I,2,6,2
ID_PZC3117C,3,5,6
ID_KYVF668O,3,5,6
ID_EQG7QCBY,3,5,6
ID_PZC3117C,3,7,5
ID_PZC3117C,3,7,2
ID_PZC3117C,3,8,5
ID_PZC3117C,3,8,5
ID_PZC3117C,3,8,1
ID_PZC3117C,3,8,2
ID_PZC3117C,3,7,5
ID_PZC3117C,3,7,5
ID_PZC3117C,3,8,5
ID_PZC3117C,3,8,5
ID_PZC3117C,3,8,5
ID_ZQFFQ4AR,3,8,2
ID_ZQFFQ4AR,3,8,5
ID_ZQFFQ4AR,3,8,2
ID_ZQFFQ4AR,3,7,5
ID_ZQFFQ4AR,3,7,5
ID_ZQFFQ4AR,3,7,5
ID_ZQFFQ4AR,3,8,5
ID_PZC3117C,3,8,7
ID_PZC3117C,3,8,1
ID_ZQFFQ4AR,3,8,7
ID_ZQFFQ4AR,3,8,1
ID_PZC3117C,3,8,5
ID_PZC3117C,3,8,5
ID_29FH6HS1,3,8,5
ID_29FH6HS1,3,8,5
ID_PZC3117C,3,8,2
ID_9PBSMCUP,3,8,2
ID_PZC3117C,3,10,7
ID_XGHA96QN,3,10,1
ID_6L4C0EGV,3,10,1
ID_H11MTF75,3,10,7
ID_YW31LNQO,3,10,7
ID_PZC3117C,3,12,5
ID_QL884W2O,3,12,5
ID_QL884W2O,3,12,5
ID_SE2F9YK7,3,12,5
ID_YYGB4Q8H,3,12,5
ID_PZC3117C,2,4,5
ID_JQJGZA7V,2,4,5
ID_O6FZIQAA,2,4,4
ID_HHWDK7ID,2,4,1
ID_LM3DH8QR,2,4,7
ID_PZC3117C,2,5,1
ID_PZC3117C,2,5,1
ID_PZC3117C,2,5,1
ID_U1Q22OF8,2,4,6
ID_U1Q22OF8,2,5,1
ID_B0MC7MK0,2,4,6
ID_B0MC7MK0,2,5,3
ID_B0MC7MK0,2,5,1
ID_B0MC7MK0,2,5,1
ID_PZC3117C,3,12,1
ID_PZC3117C,3,12,3
ID_PZC3117C,3,12,7
ID_GD2YO4JH,3,12,7
ID_PZC3117C,3,12,5
ID_PZC3117C,3,12,5
ID_KEKI3B5F,3,12,5
ID_HD4C3MI8,3,1,5
ID_CQ6Q59U0,3,1,4
ID_9TREYSWU,3,1,4
ID_A16QS5F5,3,1,5
ID_HD4C3MI8,3,1,6
ID_HD4C3MI8,3,1,6
ID_I0UM9FFS,3,1,6
ID_HD4C3MI8,3,7,5
ID_RSOZ7ADS,3,7,4
ID_HD4C3MI8,3,1,5
ID_CQ6Q59U0,3,1,6
ID_GLBNPXA2,3,1,6
ID_LGOY049J,3,1,6
ID_KO67GHUQ,3,1,6
ID_HD4C3MI8,3,10,3
ID_HD4C3MI8,2,9,4
ID_HD4C3MI8,2,9,7
ID_YXJKQ6MY,2,9,4
ID_HD4C3MI8,3,1,6
ID_HD4C3MI8,3,1,6
ID_SILZHKUG,3,1,6
ID_HD4C3MI8,2,11,7
ID_57CBC4OI,2,11,7
ID_57CBC4OI,2,11,7
ID_TW7QWCLX,2,11,7
ID_TW7QWCLX,2,11,7
ID_B0QKGVBZ,2,11,7
ID_LQF775GC,2,11,7
ID_LQF775GC,2,11,7
ID_P403LXVI,2,11,7
ID_TIEQ5O67,2,11,1
ID_UP59NZ36,2,11,7
ID_HD4C3MI8,2,11,2
ID_CMHYWW5F,2,11,2
ID_W2MUK8NN,3,6,5
ID_H26M5ETF,3,6,5
ID_W2MUK8NN,3,5,5
ID_OJPYK1DA,3,5,5
ID_W2MUK8NN,3,6,7
ID_W2MUK8NN,3,6,7
ID_W2MUK8NN,3,6,7
ID_ZQFFQ4AR,3,6,7
ID_ZQFFQ4AR,3,6,7
ID_ZQFFQ4AR,3,6,7
ID_W2MUK8NN,3,4,2
ID_ECMP2MA1,3,4,2
ID_XZRH36F4,3,4,2
ID_V6L06DCW,3,4,2
ID_AC4HQ1UB,3,4,2
ID_W2MUK8NN,3,5,5
ID_W2MUK8NN,3,5,5
ID_D7SJDHGF,3,5,5
ID_D7SJDHGF,3,5,5
ID_S33SXF0D,3,5,5
ID_MZDI3I9H,3,5,6
ID_54OYRXAC,3,5,5
ID_C8GTO0EV,3,5,5
ID_PUD484K1,3,5,5
ID_3B4YDKWF,3,5,5
ID_W2MUK8NN,3,5,5
ID_W2MUK8NN,3,5,5
ID_D7SJDHGF,3,5,5
ID_D7SJDHGF,3,5,5
ID_D7SJDHGF,3,5,5
ID_Q0NZ05B9,3,5,5
ID_WKBX8R0Y,3,5,5
ID_AKRUH56M,3,5,5
ID_JMJSRIUC,3,1,2
ID_AD69JPH2,3,1,2
ID_A3UXRTHZ,3,1,2
ID_QNYX5EYI,3,1,3
ID_ADWEPDOA,3,1,3
ID_ADWEPDOA,3,1,4
ID_JMJSRIUC,3,4,4
ID_O5MUPOG8,3,4,4
ID_FMWQODJI,3,4,4
ID_JMJSRIUC,3,6,5
ID_JMJSRIUC,3,6,5
ID_GD2YO4JH,3,6,5
ID_JMJSRIUC,3,1,7
ID_JMJSRIUC,3,1,7
ID_1OOXSUUG,3,1,1
ID_8PGIWBGL,3,3,3
ID_XBX95TZS,3,1,7
ID_HDLKPH3K,3,11,1
ID_GTQR212T,3,2,5
ID_JMJSRIUC,2,7,1
ID_F76SF3RJ,2,7,1
ID_JMJSRIUC,3,3,5
ID_O7SPF39J,3,3,5
ID_JMJSRIUC,3,3,5
ID_JMJSRIUC,3,4,5
ID_7UO5J3NG,3,4,5
ID_Q0NZ05B9,3,4,5
ID_KHO16CV4,3,4,6
ID_KHO16CV4,3,4,6
ID_KHO16CV4,3,4,6
ID_BMLJCV3J,3,4,5
ID_OCN6VRBM,3,4,6
ID_JMJSRIUC,2,11,4
ID_XGHA96QN,2,11,4
ID_XGHA96QN,2,11,4
ID_1OOXSUUG,2,11,4
ID_5UNFXAR4,2,11,4
ID_5UNFXAR4,2,11,4
ID_4XSEHG54,2,11,4
