CompID,UserID,PublicRank,Successful Submission Count,CompPartCreated Year,CompPartCreated Month,CompPartCreated Day_of_week
ID_4DT4,ID_83NWBW4N,,,3,5,7
ID_GTIV,ID_83NWBW4N,,,3,11,5
ID_LQ4P,ID_83NWBW4N,rank 11,count 10,3,11,4
ID_R5HL,ID_83NWBW4N,,,3,10,4
ID_HJ9S,ID_83NWBW4N,,,3,2,5
ID_G370,ID_83NWBW4N,,,3,12,6
ID_09D8,ID_83NWBW4N,,,3,5,5
ID_VS6D,ID_83NWBW4N,,,3,9,1
ID_RSV3,ID_83NWBW4N,,,2,9,5
ID_GQCR,ID_83NWBW4N,,,3,10,4
ID_1E58,ID_EVFH2R4X,rank 10,count 10,3,10,3
ID_D42Y,ID_EVFH2R4X,,,2,5,2
ID_1CBJ,ID_EVFH2R4X,,,2,5,2
ID_VS6D,ID_EVFH2R4X,,,3,10,2
ID_T638,ID_EVFH2R4X,,,2,1,3
ID_ZSZR,ID_EVFH2R4X,,,3,2,7
ID_1E58,ID_USKSP5NJ,rank 10,count 8,3,11,3
ID_1E58,ID_1Q6R5AP0,rank 2,count 10,3,11,5
ID_SNXY,ID_1Q6R5AP0,,,3,11,6
ID_LQ4P,ID_1Q6R5AP0,rank 11,count 10,3,11,4
ID_R5HL,ID_1Q6R5AP0,rank 5,count 10,3,10,6
ID_VS6D,ID_1Q6R5AP0,,count 10,3,6,6
ID_1E58,ID_BSMWOX4Y,rank 2,count 6,3,11,4
ID_JYR6,ID_BSMWOX4Y,rank 10,count 8,2,9,2
ID_QXRY,ID_BSMWOX4Y,,,2,10,5
ID_50DK,ID_BSMWOX4Y,,,2,11,5
ID_MPSN,ID_BSMWOX4Y,rank 6,count 10,2,4,4
ID_AWEI,ID_BSMWOX4Y,,,2,4,1
ID_TLNM,ID_BSMWOX4Y,,,3,7,5
ID_D42Y,ID_BSMWOX4Y,,,2,6,5
ID_4DT4,ID_BSMWOX4Y,,,3,5,7
ID_H4L8,ID_BSMWOX4Y,rank 6,count 10,2,9,2
ID_HZ45,ID_BSMWOX4Y,,count 10,3,10,5
ID_VNN1,ID_BSMWOX4Y,rank 10,count 10,2,4,4
ID_VK18,ID_BSMWOX4Y,rank 10,count 10,3,5,3
ID_09D8,ID_BSMWOX4Y,,,3,5,3
ID_BT9Z,ID_BSMWOX4Y,,,2,4,5
ID_VS6D,ID_BSMWOX4Y,rank 2,count 10,3,8,2
ID_RSV3,ID_BSMWOX4Y,,,2,4,5
ID_G7A4,ID_BSMWOX4Y,rank 10,count 10,3,10,6
ID_GQCR,ID_BSMWOX4Y,,,3,10,6
ID_664W,ID_BSMWOX4Y,,,3,11,1
ID_XWMG,ID_BSMWOX4Y,,,3,3,3
ID_ZSZR,ID_BSMWOX4Y,rank 9,count 8,3,2,2
ID_1E58,ID_49CQXYUC,rank 2,count 10,3,9,3
ID_2KEY,ID_49CQXYUC,,,2,7,2
ID_ZBPQ,ID_49CQXYUC,,,3,10,2
ID_I5BX,ID_49CQXYUC,,,3,9,4
ID_GI2A,ID_49CQXYUC,rank 1,count 6,3,6,2
ID_IUTP,ID_49CQXYUC,,,3,9,4
ID_AWEI,ID_49CQXYUC,,,2,12,2
ID_PH4H,ID_49CQXYUC,,,3,9,7
ID_I52W,ID_49CQXYUC,rank 11,count 10,3,2,3
ID_4DT4,ID_49CQXYUC,,,3,7,7
ID_3JA7,ID_49CQXYUC,,,2,6,2
ID_85VQ,ID_49CQXYUC,,,2,12,2
ID_AXVN,ID_49CQXYUC,,,2,6,2
ID_1E58,ID_HUM8PIDU,rank 2,count 10,3,9,3
ID_SW6X,ID_HUM8PIDU,,,3,9,3
ID_P8IG,ID_HUM8PIDU,,,3,5,2
ID_GCU7,ID_HUM8PIDU,rank 11,count 6,3,2,6
ID_GTIV,ID_HUM8PIDU,,,3,12,4
ID_D0T1,ID_HUM8PIDU,,,3,2,6
ID_R5HL,ID_HUM8PIDU,,,3,11,4
ID_TLNA,ID_HUM8PIDU,,,3,2,1
ID_HTKR,ID_HUM8PIDU,rank 11,count 10,3,2,6
ID_OBP1,ID_HUM8PIDU,,,3,4,7
ID_VS6D,ID_HUM8PIDU,rank 8,count 10,3,10,7
ID_664W,ID_HUM8PIDU,,,3,9,3
ID_0HHR,ID_HUM8PIDU,,,3,2,1
ID_ZSZR,ID_HUM8PIDU,rank 5,count 10,3,2,1
ID_1E58,ID_6AUMMP4R,rank 2,count 10,3,8,5
ID_SNXY,ID_6AUMMP4R,,,3,10,5
ID_VK18,ID_6AUMMP4R,rank 1,count 10,3,4,3
ID_OBP1,ID_6AUMMP4R,,,3,3,7
ID_VS6D,ID_6AUMMP4R,,,3,8,5
ID_1E58,ID_AQM5NBK6,rank 8,count 10,3,9,3
ID_WIA6,ID_AQM5NBK6,,,3,10,1
ID_SW6X,ID_AQM5NBK6,rank 11,count 10,3,9,6
ID_SNXY,ID_AQM5NBK6,,count 8,3,11,3
ID_4DT4,ID_AQM5NBK6,,count 10,3,6,7
ID_R5HL,ID_AQM5NBK6,,,3,10,6
ID_VK18,ID_AQM5NBK6,rank 1,count 10,3,6,7
ID_1E58,ID_TWWCSEKT,rank 8,count 10,3,11,2
ID_JYR6,ID_TWWCSEKT,,,2,9,4
ID_2KEY,ID_TWWCSEKT,,,2,6,7
ID_QXRY,ID_TWWCSEKT,,,2,10,3
ID_IV8G,ID_TWWCSEKT,rank 11,count 10,1,11,3
ID_UWCU,ID_TWWCSEKT,rank 11,count 10,1,11,3
ID_GI2A,ID_TWWCSEKT,rank 11,count 7,3,7,7
ID_MPSN,ID_TWWCSEKT,rank 6,count 10,2,4,7
ID_AWEI,ID_TWWCSEKT,rank 11,count 3,2,4,6
ID_QQTZ,ID_TWWCSEKT,rank 11,count 9,1,6,6
ID_YZ4I,ID_TWWCSEKT,rank 11,count 3,1,6,4
ID_92VT,ID_TWWCSEKT,rank 11,count 6,1,6,3
ID_4DT4,ID_TWWCSEKT,,,3,7,7
ID_H4L8,ID_TWWCSEKT,,,2,7,6
ID_UIC7,ID_TWWCSEKT,,,1,10,6
ID_F0B5,ID_TWWCSEKT,,,3,7,7
ID_1CBJ,ID_TWWCSEKT,,,2,3,6
ID_U1HE,ID_TWWCSEKT,,,2,12,2
ID_R5HL,ID_TWWCSEKT,,,3,12,3
ID_VK18,ID_TWWCSEKT,rank 10,count 10,3,6,4
ID_1INW,ID_TWWCSEKT,rank 11,count 3,1,11,2
ID_BT9Z,ID_TWWCSEKT,rank 11,count 3,1,7,6
ID_XWMG,ID_TWWCSEKT,,,3,2,7
ID_T638,ID_TWWCSEKT,rank 9,count 8,1,12,1
ID_ZSZR,ID_TWWCSEKT,,,3,3,5
ID_1E58,ID_9MVT9W6W,rank 8,count 10,3,10,6
ID_JYR6,ID_9MVT9W6W,,,2,9,5
ID_QXRY,ID_9MVT9W6W,,,2,10,4
ID_F53H,ID_9MVT9W6W,rank 2,count 9,3,1,2
ID_8WX8,ID_9MVT9W6W,rank 11,count 6,2,12,4
ID_F7X4,ID_9MVT9W6W,,,1,10,6
ID_D0T1,ID_9MVT9W6W,,,2,8,7
ID_FJ9G,ID_9MVT9W6W,,,3,1,5
ID_MFQV,ID_9MVT9W6W,rank 11,count 9,3,4,5
ID_U1HE,ID_9MVT9W6W,rank 9,count 10,2,12,7
ID_R5HL,ID_9MVT9W6W,rank 10,count 3,3,12,6
ID_T638,ID_9MVT9W6W,,,2,1,7
ID_ZSZR,ID_9MVT9W6W,rank 3,count 10,3,2,2
ID_1E58,ID_7VO2L4WV,rank 8,count 10,3,10,1
ID_F53H,ID_7VO2L4WV,rank 7,count 6,2,12,6
ID_H4L8,ID_7VO2L4WV,,,2,9,6
ID_HJ9S,ID_7VO2L4WV,,,2,12,1
ID_1E58,ID_TYKNORNO,rank 8,count 10,3,10,2
ID_R5HL,ID_TYKNORNO,rank 10,count 10,3,10,2
ID_VS6D,ID_TYKNORNO,rank 9,count 10,3,10,1
ID_EZD0,ID_TYKNORNO,,count 10,3,11,1
ID_1E58,ID_2WG4R43C,rank 8,count 10,3,9,3
ID_3HST,ID_2WG4R43C,,,3,8,4
ID_1E58,ID_JJ9AN7CF,,,3,10,1
ID_I5BX,ID_JJ9AN7CF,,,3,10,1
ID_1E58,ID_9OSFABP5,,,3,8,7
ID_YZ4I,ID_9OSFABP5,,,1,9,4
ID_4DT4,ID_9OSFABP5,rank 10,count 6,3,6,7
ID_O4PY,ID_9OSFABP5,rank 11,count 10,3,2,5
ID_R5HL,ID_9OSFABP5,,,3,12,5
ID_664W,ID_9OSFABP5,,,3,8,7
ID_XWMG,ID_9OSFABP5,rank 2,count 10,3,2,7
ID_3HST,ID_9OSFABP5,,,3,10,4
ID_1E58,ID_BTW6A3AC,,,3,8,5
ID_P8IG,ID_BTW6A3AC,,,3,2,4
ID_4DT4,ID_BTW6A3AC,,,3,8,5
ID_H4L8,ID_BTW6A3AC,,,3,1,7
ID_XWMG,ID_BTW6A3AC,,,3,2,4
ID_ZSZR,ID_BTW6A3AC,,,3,2,4
ID_1E58,ID_KRNWAWQ7,,,3,9,2
ID_ZBPQ,ID_KRNWAWQ7,,,3,10,7
ID_WIA6,ID_KRNWAWQ7,,,3,10,7
ID_SW6X,ID_KRNWAWQ7,,,3,10,7
ID_AWEI,ID_KRNWAWQ7,,,3,10,7
ID_D42Y,ID_KRNWAWQ7,,,3,10,7
ID_T638,ID_KRNWAWQ7,,,3,9,2
ID_ZSZR,ID_KRNWAWQ7,,count 10,3,9,2
ID_1E58,ID_26PFX6U9,,,3,12,6
ID_HJ9S,ID_26PFX6U9,,,3,12,6
ID_1E58,ID_5ZUT1K7E,,,3,9,3
ID_F53H,ID_5ZUT1K7E,,,3,3,3
ID_H4L8,ID_5ZUT1K7E,,count 10,2,12,5
ID_R5HL,ID_5ZUT1K7E,rank 2,count 8,3,11,5
ID_OBP1,ID_5ZUT1K7E,rank 2,count 10,3,4,4
ID_XWMG,ID_5ZUT1K7E,,,2,12,3
ID_ZSZR,ID_5ZUT1K7E,rank 6,count 8,3,2,1
ID_1E58,ID_Z4R9BYTQ,,,3,11,3
ID_HTKR,ID_Z4R9BYTQ,,,3,11,3
ID_1E58,ID_DSTTEXFD,,count 10,3,12,7
ID_1E58,ID_VHMZSSB0,rank 11,count 9,3,11,5
ID_1E58,ID_5Y35WPKU,,,3,9,6
ID_JYR6,ID_5Y35WPKU,rank 1,count 10,2,8,2
ID_UIC7,ID_5Y35WPKU,,,1,12,3
ID_3G07,ID_5Y35WPKU,,,2,9,2
ID_1E58,ID_WKR7N2GM,,,3,12,3
ID_JYR6,ID_WKR7N2GM,rank 2,count 9,2,8,3
ID_QXRY,ID_WKR7N2GM,,,2,10,1
ID_IV8G,ID_WKR7N2GM,,,3,3,1
ID_50DK,ID_WKR7N2GM,rank 11,count 6,2,11,4
ID_MPSN,ID_WKR7N2GM,,,3,9,1
ID_AWEI,ID_WKR7N2GM,rank 1,count 4,2,3,4
ID_QQTZ,ID_WKR7N2GM,rank 11,count 10,1,5,7
ID_G7MQ,ID_WKR7N2GM,,,3,3,1
ID_YZ4I,ID_WKR7N2GM,,,1,8,7
ID_92VT,ID_WKR7N2GM,,,1,5,1
ID_DJJ7,ID_WKR7N2GM,,,2,2,6
ID_PH4H,ID_WKR7N2GM,,,3,12,6
ID_4DT4,ID_WKR7N2GM,,,3,7,2
ID_UIC7,ID_WKR7N2GM,,,1,10,1
ID_1CBJ,ID_WKR7N2GM,rank 11,count 8,2,2,1
ID_1INW,ID_WKR7N2GM,rank 1,count 8,1,11,1
ID_AXVN,ID_WKR7N2GM,rank 11,count 3,2,6,7
ID_AXVN,ID_WKR7N2GM,,,2,8,2
ID_BT9Z,ID_WKR7N2GM,rank 11,count 3,1,5,7
ID_UBMS,ID_WKR7N2GM,,,2,11,4
ID_XWMG,ID_WKR7N2GM,,count 6,3,3,2
ID_T638,ID_WKR7N2GM,rank 11,count 3,2,1,3
ID_0HHR,ID_WKR7N2GM,,,3,3,4
ID_ZSZR,ID_WKR7N2GM,,count 6,3,4,6
ID_1E58,ID_K29MU0B7,,,3,10,5
ID_GOXL,ID_K29MU0B7,,,3,10,5
ID_I5BX,ID_K29MU0B7,,,3,10,5
ID_PH4H,ID_K29MU0B7,,,3,10,5
ID_E1LI,ID_K29MU0B7,,,3,10,5
ID_1E58,ID_S9L60H34,,,3,11,4
ID_2KEY,ID_S9L60H34,,,2,8,7
ID_LMFN,ID_S9L60H34,,,2,6,1
ID_IUTP,ID_S9L60H34,,,3,11,2
ID_PH4H,ID_S9L60H34,,,3,11,7
ID_D42Y,ID_S9L60H34,,,2,7,4
ID_4DT4,ID_S9L60H34,,,3,7,2
ID_H4L8,ID_S9L60H34,,,2,8,2
ID_F0B5,ID_S9L60H34,,,3,7,2
ID_TLNA,ID_S9L60H34,,,3,11,1
ID_BT9Z,ID_S9L60H34,,,1,4,5
ID_T638,ID_S9L60H34,rank 4,count 10,2,3,1
ID_ZSZR,ID_S9L60H34,,,3,2,7
ID_1E58,ID_H45Q1NNI,,,3,10,6
ID_GI2A,ID_H45Q1NNI,,,3,8,1
ID_E1LI,ID_H45Q1NNI,,,3,10,7
ID_R5HL,ID_H45Q1NNI,rank 10,count 6,3,12,5
ID_VS6D,ID_H45Q1NNI,,,3,10,7
ID_3HST,ID_H45Q1NNI,,,3,8,2
ID_1E58,ID_UTHW843E,,,3,9,7
ID_SNXY,ID_UTHW843E,,,3,10,6
ID_AB95,ID_UTHW843E,,,3,12,6
ID_HZ45,ID_UTHW843E,,,3,10,1
ID_R5HL,ID_UTHW843E,rank 1,count 3,3,10,1
ID_VS6D,ID_UTHW843E,rank 10,count 8,3,7,3
ID_EZD0,ID_UTHW843E,,count 7,3,11,2
ID_G7A4,ID_UTHW843E,rank 1,count 10,3,10,1
ID_GQCR,ID_UTHW843E,rank 1,count 10,3,10,1
ID_1E58,ID_1R511T9T,,,3,9,1
ID_YZ4I,ID_1R511T9T,,,1,8,1
ID_1CBJ,ID_1R511T9T,,,2,3,3
ID_FJ9G,ID_1R511T9T,rank 11,count 10,3,1,4
ID_BT9Z,ID_1R511T9T,rank 1,count 6,1,8,2
ID_1E58,ID_RROPJ5M6,,count 10,3,12,7
ID_SW6X,ID_RROPJ5M6,,,3,12,7
ID_3HST,ID_RROPJ5M6,,,3,12,5
ID_1E58,ID_GEFJGS23,rank 11,count 8,3,11,1
ID_R5HL,ID_GEFJGS23,,,3,11,1
ID_664W,ID_GEFJGS23,,,3,11,5
ID_1E58,ID_XUGMSU8V,rank 11,count 10,3,9,3
ID_SNXY,ID_DARTZ728,,,3,11,1
ID_CKLY,ID_DARTZ728,,,3,8,7
ID_1E58,ID_JG3UZ7A2,rank 10,count 10,3,8,6
ID_ZBPQ,ID_JG3UZ7A2,,,3,8,1
ID_0G47,ID_JG3UZ7A2,rank 11,count 10,3,4,7
ID_GOXL,ID_JG3UZ7A2,,,3,8,1
ID_R4NQ,ID_JG3UZ7A2,,,3,11,3
ID_SW6X,ID_JG3UZ7A2,,,3,10,4
ID_J66M,ID_JG3UZ7A2,,,3,4,7
ID_ABBZ,ID_JG3UZ7A2,,,3,5,2
ID_ON5E,ID_JG3UZ7A2,,,3,9,5
ID_E1LI,ID_JG3UZ7A2,,,3,8,1
ID_4DT4,ID_JG3UZ7A2,,,3,4,7
ID_D0T1,ID_JG3UZ7A2,,,3,10,4
ID_R5HL,ID_JG3UZ7A2,rank 4,count 10,3,11,3
ID_VK18,ID_JG3UZ7A2,,,3,5,2
ID_HTKR,ID_JG3UZ7A2,,,3,9,4
ID_OBP1,ID_JG3UZ7A2,,,3,4,7
ID_VS6D,ID_JG3UZ7A2,,,3,8,1
ID_ZSZR,ID_JG3UZ7A2,rank 10,count 6,3,4,1
ID_3HST,ID_JG3UZ7A2,,,3,8,1
ID_JAOW,ID_JG3UZ7A2,rank 11,count 5,3,7,5
ID_1E58,ID_TSKBU9XG,rank 10,count 8,3,8,6
ID_ZBPQ,ID_TSKBU9XG,,,3,9,4
ID_SW6X,ID_TSKBU9XG,,,3,9,4
ID_GI2A,ID_TSKBU9XG,,,3,9,7
ID_VS6D,ID_TSKBU9XG,rank 10,count 8,3,8,6
ID_1E58,ID_X9H2KOS6,rank 2,count 10,3,8,7
ID_ZBPQ,ID_X9H2KOS6,,count 10,3,8,3
ID_WGZ2,ID_X9H2KOS6,,,2,10,1
ID_GOXL,ID_X9H2KOS6,rank 11,count 10,3,6,6
ID_GI2A,ID_X9H2KOS6,rank 1,count 8,3,8,2
ID_MPSN,ID_X9H2KOS6,rank 7,count 6,2,10,7
ID_P8IG,ID_X9H2KOS6,,,3,1,2
ID_PH4H,ID_X9H2KOS6,rank 11,count 6,3,7,3
ID_GCU7,ID_X9H2KOS6,rank 9,count 8,2,10,1
ID_4DT4,ID_X9H2KOS6,rank 9,count 10,3,6,3
ID_VNN1,ID_X9H2KOS6,,,3,6,3
ID_VK18,ID_X9H2KOS6,rank 10,count 10,3,6,6
ID_HTKR,ID_X9H2KOS6,,,3,6,3
ID_VS6D,ID_X9H2KOS6,,count 10,3,9,4
ID_RSV3,ID_X9H2KOS6,,count 10,3,6,6
ID_VDSL,ID_X9H2KOS6,rank 1,count 10,3,1,2
ID_1E58,ID_NT4EHH6V,,,3,11,2
ID_1E58,ID_L81ASPGH,,,3,9,1
ID_3HST,ID_L81ASPGH,,,3,9,1
ID_1E58,ID_WIKNBABP,,,3,9,2
ID_WIA6,ID_WIKNBABP,,,3,9,2
ID_F7X4,ID_WIKNBABP,,,3,9,2
ID_HJ9S,ID_WIKNBABP,,,3,9,2
ID_T638,ID_WIKNBABP,,,3,9,2
ID_1E58,ID_WVJ7612X,,,3,10,4
ID_JYR6,ID_WVJ7612X,,,2,10,1
ID_GI2A,ID_WVJ7612X,,,3,6,7
ID_MPSN,ID_WVJ7612X,rank 7,count 10,2,3,4
ID_AWEI,ID_WVJ7612X,,,2,4,7
ID_SNXY,ID_WVJ7612X,,,3,10,5
ID_4DT4,ID_WVJ7612X,,,3,6,7
ID_H4L8,ID_WVJ7612X,rank 6,count 10,2,10,1
ID_UIC7,ID_WVJ7612X,,,2,4,1
ID_1CBJ,ID_WVJ7612X,,,2,4,7
ID_CKLY,ID_WVJ7612X,rank 11,count 10,3,8,6
ID_3G07,ID_WVJ7612X,,,2,10,1
ID_HZ45,ID_WVJ7612X,,count 10,3,10,5
ID_VK18,ID_WVJ7612X,,,3,6,7
ID_RSV3,ID_WVJ7612X,,,2,4,4
ID_G7A4,ID_WVJ7612X,,,3,10,5
ID_T638,ID_WVJ7612X,rank 5,count 10,2,4,1
ID_1E58,ID_4Y4GPF75,,,3,9,6
ID_1E58,ID_XH0FX7G4,,,3,9,5
ID_2KEY,ID_XH0FX7G4,,,2,5,7
ID_QXRY,ID_XH0FX7G4,,,2,10,7
ID_IV8G,ID_XH0FX7G4,,count 10,1,12,4
ID_WGZ2,ID_XH0FX7G4,rank 11,count 10,1,6,7
ID_81JW,ID_XH0FX7G4,,,2,10,5
ID_MPSN,ID_XH0FX7G4,rank 2,count 8,2,3,7
ID_AWEI,ID_XH0FX7G4,rank 2,count 10,2,3,4
ID_QQTZ,ID_XH0FX7G4,,,1,5,2
ID_G7MQ,ID_XH0FX7G4,,,3,3,6
ID_YZ4I,ID_XH0FX7G4,,,1,7,3
ID_C59X,ID_XH0FX7G4,,,3,3,6
ID_SNXY,ID_XH0FX7G4,,,3,11,3
ID_MICX,ID_XH0FX7G4,rank 2,count 5,3,4,2
ID_8WX8,ID_XH0FX7G4,rank 1,count 10,2,12,4
ID_N932,ID_XH0FX7G4,,,2,12,5
ID_D42Y,ID_XH0FX7G4,rank 11,count 8,2,5,7
ID_F7X4,ID_XH0FX7G4,rank 10,count 10,1,5,3
ID_GCU7,ID_XH0FX7G4,,,2,6,7
ID_4DT4,ID_XH0FX7G4,,,3,4,7
ID_GTIV,ID_XH0FX7G4,,,3,11,4
ID_H4L8,ID_XH0FX7G4,,,2,7,4
ID_UIC7,ID_XH0FX7G4,,,2,2,7
ID_DKSX,ID_XH0FX7G4,,,2,10,5
ID_3JA7,ID_XH0FX7G4,,,2,8,6
ID_TL9O,ID_XH0FX7G4,,,2,5,1
ID_F0B5,ID_XH0FX7G4,,,3,6,2
ID_1CBJ,ID_XH0FX7G4,rank 11,count 10,2,2,1
ID_3G07,ID_XH0FX7G4,,,2,9,4
ID_U1HE,ID_XH0FX7G4,rank 1,count 8,2,10,3
ID_R5HL,ID_XH0FX7G4,rank 10,count 8,3,11,3
ID_Z5QP,ID_XH0FX7G4,,,3,6,3
ID_G370,ID_XH0FX7G4,,,3,12,4
ID_GFDE,ID_XH0FX7G4,,,3,3,2
ID_1INW,ID_XH0FX7G4,rank 11,count 6,1,11,1
ID_AXVN,ID_XH0FX7G4,rank 1,count 10,2,7,2
ID_BT9Z,ID_XH0FX7G4,rank 1,count 6,1,5,2
ID_RSV3,ID_XH0FX7G4,,,2,8,6
ID_VAQG,ID_XH0FX7G4,rank 11,count 10,3,2,7
ID_XWMG,ID_XH0FX7G4,,,2,12,2
ID_T638,ID_XH0FX7G4,rank 11,count 9,1,12,2
ID_0HHR,ID_XH0FX7G4,,,3,2,2
ID_ZSZR,ID_XH0FX7G4,,,3,2,1
ID_QY5J,ID_XH0FX7G4,rank 11,count 8,3,1,1
ID_1E58,ID_3A3EAKWH,,,3,10,1
ID_E1LI,ID_3A3EAKWH,,,3,10,6
ID_TL9O,ID_3A3EAKWH,,,3,10,1
ID_HZ45,ID_3A3EAKWH,,,3,10,2
ID_HJ9S,ID_3A3EAKWH,,,3,10,6
ID_G7A4,ID_3A3EAKWH,,,3,10,2
ID_GQCR,ID_3A3EAKWH,,,3,10,2
ID_1E58,ID_D8RWZAFH,,,3,8,7
ID_T638,ID_D8RWZAFH,rank 5,count 10,2,2,1
ID_1E58,ID_3C2GCSN6,,,3,12,7
ID_1E58,ID_EF2ESA54,,,3,10,1
ID_SNXY,ID_EF2ESA54,,,3,10,1
ID_D42Y,ID_EF2ESA54,,,2,5,4
ID_R5HL,ID_EF2ESA54,rank 3,count 10,3,10,1
ID_VS6D,ID_EF2ESA54,rank 9,count 10,3,10,4
ID_664W,ID_EF2ESA54,,,3,10,1
ID_3HST,ID_EF2ESA54,,,3,10,1
ID_1E58,ID_4RNU05NT,,,3,10,5
ID_I5BX,ID_4RNU05NT,,,3,10,4
ID_J66M,ID_4RNU05NT,,,3,10,5
ID_BT9Z,ID_4RNU05NT,,count 8,3,10,5
ID_1E58,ID_9T4XDQML,,,3,10,4
ID_I5BX,ID_9T4XDQML,,,3,10,4
ID_MPSN,ID_9T4XDQML,rank 4,count 10,2,3,3
ID_AWEI,ID_9T4XDQML,,,2,3,7
ID_GCU7,ID_9T4XDQML,,,2,6,2
ID_0HHR,ID_9T4XDQML,,,3,2,4
ID_1E58,ID_MF6U2YF8,,,3,11,6
ID_1E58,ID_2C4U2R8P,,,3,11,5
ID_R4NQ,ID_2C4U2R8P,,count 10,3,11,4
ID_MPSN,ID_2C4U2R8P,rank 5,count 10,3,11,4
ID_SNXY,ID_2C4U2R8P,,,3,11,1
ID_88GO,ID_2C4U2R8P,,,3,11,2
ID_F7X4,ID_2C4U2R8P,,,3,11,6
ID_GTIV,ID_2C4U2R8P,,,3,11,4
ID_HTKR,ID_2C4U2R8P,,count 10,3,11,4
ID_1E58,ID_883986DI,,,3,9,4
ID_ZBPQ,ID_883986DI,,,3,12,4
ID_SW6X,ID_883986DI,,,3,12,4
ID_MPSN,ID_883986DI,,,3,12,4
ID_SNXY,ID_883986DI,,,3,11,6
ID_F7X4,ID_883986DI,,,3,12,4
ID_AB95,ID_883986DI,,,3,12,4
ID_GTIV,ID_883986DI,,,3,11,3
ID_ASHZ,ID_883986DI,rank 11,count 9,3,10,4
ID_HZ45,ID_883986DI,,,3,10,2
ID_R5HL,ID_883986DI,rank 9,count 10,3,11,6
ID_G370,ID_883986DI,,,3,12,4
ID_EZD0,ID_883986DI,,,3,11,2
ID_92AG,ID_883986DI,,,3,12,5
ID_Y6XI,ID_883986DI,,,3,11,3
ID_G7A4,ID_883986DI,rank 1,count 10,3,10,2
ID_GQCR,ID_883986DI,rank 10,count 10,3,10,2
ID_664W,ID_883986DI,,,3,12,4
ID_3HST,ID_883986DI,,,3,11,3
ID_1E58,ID_K718LFNP,,,3,12,7
ID_SW6X,ID_K718LFNP,,,3,12,7
ID_SNXY,ID_K718LFNP,,,3,12,7
ID_R5HL,ID_K718LFNP,,,3,12,7
ID_664W,ID_K718LFNP,,,3,12,7
ID_3HST,ID_K718LFNP,,,3,12,7
ID_1E58,ID_HPY471I6,,,3,11,7
ID_1E58,ID_I44E97P1,rank 8,count 10,3,9,1
ID_GI2A,ID_I44E97P1,,,3,8,1
ID_F0B5,ID_I44E97P1,,,3,7,3
ID_VS6D,ID_I44E97P1,rank 9,count 10,3,7,3
ID_664W,ID_I44E97P1,,,3,8,7
ID_1E58,ID_LD2QS0KK,,,3,12,1
ID_4DT4,ID_LD2QS0KK,,,3,4,5
ID_R5HL,ID_LD2QS0KK,,,3,12,1
ID_1E58,ID_CQKKWQL3,,,3,11,3
ID_2KEY,ID_CQKKWQL3,,,2,5,4
ID_QXRY,ID_CQKKWQL3,,,2,10,4
ID_50DK,ID_CQKKWQL3,rank 10,count 10,2,11,4
ID_LMFN,ID_CQKKWQL3,,,1,6,7
ID_81JW,ID_CQKKWQL3,,,2,7,3
ID_GI2A,ID_CQKKWQL3,,,3,8,6
ID_AWEI,ID_CQKKWQL3,,,2,5,4
ID_92VT,ID_CQKKWQL3,,,1,6,7
ID_D42Y,ID_CQKKWQL3,,,2,5,7
ID_F7X4,ID_CQKKWQL3,,,1,6,7
ID_H4L8,ID_CQKKWQL3,,,2,7,1
ID_UIC7,ID_CQKKWQL3,,,1,10,2
ID_D0T1,ID_CQKKWQL3,,,2,7,3
ID_1CBJ,ID_CQKKWQL3,,,2,4,7
ID_VK18,ID_CQKKWQL3,,,3,5,1
ID_1INW,ID_CQKKWQL3,,,2,2,5
ID_AXVN,ID_CQKKWQL3,,,2,7,3
ID_OBP1,ID_CQKKWQL3,,,3,5,4
ID_BT9Z,ID_CQKKWQL3,,,1,6,7
ID_XWMG,ID_CQKKWQL3,,,3,2,4
ID_T638,ID_CQKKWQL3,,,2,2,5
ID_0HHR,ID_CQKKWQL3,,,3,2,3
ID_ZSZR,ID_CQKKWQL3,,,3,2,4
ID_1E58,ID_AZBQDHOG,,,3,9,5
ID_1E58,ID_FBU3ONWM,,,3,10,7
ID_ON5E,ID_FBU3ONWM,rank 1,count 10,3,9,4
ID_HZ45,ID_FBU3ONWM,,count 10,3,10,5
ID_G7A4,ID_FBU3ONWM,rank 10,count 10,3,10,5
ID_GQCR,ID_FBU3ONWM,,,3,10,5
ID_1E58,ID_LZK6DQJX,,,3,10,6
ID_3HST,ID_LZK6DQJX,,,3,10,7
ID_1E58,ID_7WKMI0QK,,,3,9,4
ID_UIC7,ID_7WKMI0QK,,,1,12,3
ID_1E58,ID_Y0BR0YD1,,count 10,3,10,6
ID_VS6D,ID_Y0BR0YD1,,,3,10,1
ID_1E58,ID_N2WLBZSQ,rank 1,count 8,3,12,6
ID_4DT4,ID_N2WLBZSQ,rank 1,count 10,3,5,7
ID_VS6D,ID_N2WLBZSQ,rank 1,count 10,3,8,2
ID_ZSZR,ID_N2WLBZSQ,rank 8,count 10,3,3,4
ID_1E58,ID_A1AZ0JSF,,,3,10,6
ID_F53H,ID_A1AZ0JSF,,,3,3,5
ID_UIC7,ID_A1AZ0JSF,,,1,12,7
ID_3JA7,ID_A1AZ0JSF,,,2,4,5
ID_AXVN,ID_A1AZ0JSF,,,2,6,2
